,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S01008452,271,7,21,1,141,76,25,0,0
S01008453,215,9,36,14,38,90,22,5,1
S01008454,393,19,48,10,54,239,20,2,1
S01008455,501,59,87,1,258,17,73,2,4
S01008456,528,59,76,2,316,21,45,5,4
S01008457,353,69,70,3,162,6,36,4,3
S01008458,428,100,143,0,45,75,53,5,7
S01008459,393,40,65,0,240,10,32,5,1
S01008460,368,26,37,2,263,9,27,2,2
S01008461,450,54,64,0,292,11,27,2,0
S01008462,349,28,5,1,224,84,7,0,0
S01008463,355,38,60,2,211,12,25,4,3
S01008464,413,128,193,0,6,5,74,6,1
S01008465,346,101,137,0,15,1,86,6,0
S01008466,318,83,131,3,7,5,84,2,3
S01008467,330,114,140,1,5,4,53,4,9
S01008468,232,55,83,0,57,5,27,1,4
S01008469,229,46,106,0,30,2,43,2,0
S01008470,298,47,64,2,132,15,30,6,2
S01008471,347,24,51,0,204,31,35,1,1
S01008472,277,56,90,0,62,18,44,6,1
S01008473,307,47,74,9,109,18,39,7,4
S01008474,440,56,91,0,180,34,58,19,2
S01008475,327,81,82,0,56,30,68,4,6
S01008476,406,99,109,2,119,6,63,3,5
S01008477,465,114,135,0,133,13,62,2,6
S01008478,439,92,93,3,71,95,74,6,5
S01008479,407,112,117,5,79,10,71,6,7
S01008480,279,30,77,1,45,52,65,7,2
S01008481,373,109,123,1,108,3,27,0,2
S01008482,316,84,92,1,52,42,41,2,2
S01008483,327,64,90,2,101,15,46,4,5
S01008484,342,125,142,0,40,4,24,1,6
S01008485,408,123,146,0,7,14,68,45,5
S01008486,459,149,143,2,68,46,45,4,2
S01008487,417,65,193,2,17,44,85,8,3
S01008488,416,111,143,2,53,19,65,13,10
S01008489,305,96,95,4,58,2,39,4,7
S01008490,528,135,201,4,53,3,116,11,5
S01008491,487,109,143,3,61,5,139,16,11
S01008492,515,31,135,77,5,149,99,15,4
S01008493,420,113,113,3,15,88,78,6,4
S01008494,409,55,134,4,42,10,150,10,4
S01008495,589,58,167,1,8,49,285,20,1
S01008496,676,55,202,9,2,35,347,23,3
S01008497,572,62,171,2,5,43,265,20,4
S01008498,525,51,146,6,9,102,197,11,3
S01008499,591,47,144,5,18,78,265,28,6
S01008500,209,4,21,6,6,119,48,4,1
S01008501,316,25,75,6,2,26,157,23,2
S01008502,373,35,133,3,1,3,180,12,6
S01008503,443,67,191,2,1,13,157,11,1
S01008504,543,130,266,2,0,5,125,13,2
S01008505,330,116,153,2,0,2,50,6,1
S01008506,442,181,141,0,3,19,87,8,3
S01008507,386,80,166,5,3,18,110,2,2
S01008508,358,170,146,0,1,0,31,7,3
S01008509,509,232,203,0,2,9,48,10,5
S01008510,390,179,169,1,2,1,34,2,2
S01008511,358,178,150,0,1,3,17,6,3
S01008512,201,117,79,1,0,0,3,1,0
S01008513,258,142,109,1,2,1,3,0,0
S01008514,397,204,135,0,0,14,33,5,6
S01008515,297,116,152,0,0,1,27,1,0
S01008516,592,133,180,4,17,12,229,14,3
S01008517,463,164,118,1,1,6,145,20,8
S01008518,378,150,148,1,2,3,54,12,8
S01008519,324,153,138,0,3,0,25,3,2
S01008520,433,250,160,0,2,2,13,2,4
S01008521,338,190,137,0,1,1,4,1,4
S01008522,228,111,89,0,0,0,21,3,4
S01008523,434,172,201,3,1,2,43,4,8
S01008524,442,70,108,4,115,91,40,10,4
S01008525,380,61,62,2,36,174,34,7,4
S01008526,448,145,161,1,54,23,48,8,8
S01008527,333,91,153,0,8,7,64,7,3
S01008528,304,84,140,1,4,4,65,4,2
S01008529,349,118,134,1,58,4,27,5,2
S01008530,369,74,101,0,148,5,32,8,1
S01008531,394,97,107,0,131,11,39,5,4
S01008532,213,59,67,1,54,17,11,2,2
S01008533,179,16,26,0,13,19,14,91,0
S01008534,274,90,111,0,5,5,10,49,4
S01008535,284,147,127,0,0,2,7,0,1
S01008536,263,154,87,1,7,0,10,2,2
S01008537,280,173,97,0,0,0,7,0,3
S01008538,242,165,74,0,0,0,2,1,0
S01008539,346,192,130,1,0,0,18,3,2
S01008540,373,226,125,1,1,1,14,0,5
S01008541,323,154,152,0,1,0,11,3,2
S01008542,337,144,179,0,0,1,10,2,1
S01008543,259,92,151,0,1,0,9,3,3
S01008544,216,68,132,1,1,1,10,1,2
S01008545,334,158,147,0,2,1,20,3,3
S01008546,337,198,133,0,0,0,5,0,1
S01008547,424,109,263,0,11,5,33,1,2
S01008548,347,50,218,1,9,23,43,1,2
S01008549,439,111,218,1,38,7,55,2,7
S01008550,346,127,172,1,4,2,35,3,2
S01008551,496,227,207,6,4,23,21,5,3
S01008552,383,154,177,0,3,13,30,4,2
S01008553,244,86,89,0,45,7,9,5,3
S01008554,368,50,74,2,188,15,34,5,0
S01008555,528,44,101,1,156,180,36,9,1
S01008556,346,59,111,0,114,22,35,1,4
S01008557,429,62,94,5,134,70,43,2,19
S01008558,433,104,127,0,139,5,47,8,3
S01008559,295,71,118,0,58,15,26,3,4
S01008560,295,62,114,0,73,8,24,4,10
S01008561,277,61,108,0,29,46,25,2,6
S01008562,344,8,56,1,25,241,8,4,1
S01008563,369,64,138,1,53,61,47,2,3
S01008564,315,91,110,8,61,7,32,2,4
S01008565,414,96,104,0,57,128,26,1,2
S01008566,433,78,161,12,112,28,31,3,8
S01008567,289,58,99,1,69,37,22,2,1
S01008568,350,90,176,2,10,5,64,2,1
S01008569,400,30,18,0,301,15,23,12,1
S01008570,426,57,74,2,182,79,30,1,1
S01008571,323,110,97,0,15,72,26,2,1
S01008572,346,107,143,1,39,5,40,3,8
S01008573,321,98,177,0,7,13,23,2,1
S01008574,293,93,170,0,4,3,17,3,3
S01008575,335,136,162,0,3,2,26,3,3
S01008576,386,175,151,2,4,3,43,5,3
S01008577,363,206,122,0,4,2,21,4,4
S01008578,291,164,111,2,2,1,9,1,1
S01008579,301,171,95,2,5,0,18,6,4
S01008580,261,77,98,0,2,38,32,4,10
S01008581,464,108,140,0,141,9,54,5,7
S01008582,486,120,169,0,127,9,46,8,7
S01008583,352,83,113,0,62,24,55,7,8
S01008584,394,104,107,1,54,32,81,9,6
S01008585,249,62,91,2,53,4,32,4,1
S01008586,360,97,114,1,101,4,32,7,4
S01008587,316,150,112,0,3,4,38,7,2
S01008588,344,158,128,0,4,0,41,7,6
S01008589,172,60,63,0,0,43,5,0,1
S01008590,413,201,113,1,6,5,78,5,4
S01008591,327,109,128,1,7,8,60,9,5
S01008592,356,119,107,2,42,7,69,6,4
S01008593,309,164,121,0,4,1,12,3,4
S01008594,428,185,149,1,7,4,65,11,6
S01008595,508,104,101,2,93,119,76,7,6
S01008596,455,99,102,3,117,5,103,16,10
S01008597,388,195,142,0,8,0,31,5,7
S01008598,329,70,80,7,31,3,123,13,2
S01008599,366,117,125,4,4,4,95,12,5
S01008600,306,101,91,0,6,10,64,25,9
S01008601,314,67,46,4,3,25,152,11,6
S01008602,323,70,73,7,4,20,128,14,7
S01008603,544,74,107,15,21,38,260,23,6
S01008604,418,102,106,4,2,7,161,24,12
S01008605,337,83,92,2,2,7,134,13,4
S01008606,287,118,103,1,0,8,51,2,4
S01008607,283,147,75,3,2,35,18,1,2
S01008608,326,191,93,1,0,0,31,5,5
S01008609,410,195,129,13,2,29,33,3,6
S01008610,416,220,93,3,1,12,74,5,8
S01008611,592,126,119,2,1,11,284,36,13
S01008612,376,47,56,3,1,43,207,18,1
S01008613,371,138,74,2,3,9,119,11,15
S01008614,307,47,43,2,5,28,158,19,5
S01008615,331,75,77,4,0,14,148,11,2
S01008616,259,47,55,1,0,0,141,13,2
S01008617,281,61,63,3,0,3,137,11,3
S01008618,267,46,57,4,0,0,142,11,7
S01008619,203,62,41,2,0,1,86,10,1
S01008620,290,49,66,4,2,7,146,12,4
S01008621,272,54,60,6,0,3,130,12,7
S01008622,200,72,43,1,0,0,78,6,0
S01008623,343,130,90,1,1,2,98,19,2
S01008624,346,180,80,2,1,48,28,4,3
S01008625,239,131,75,0,0,15,15,0,3
S01008626,388,152,144,0,0,4,74,10,4
S01008627,256,113,111,0,1,1,23,5,2
S01008628,262,87,79,0,3,4,75,6,8
S01008629,301,115,66,1,1,32,73,8,5
S01008630,277,77,74,2,0,1,106,12,5
S01008631,453,109,138,0,3,8,174,13,8
S01008632,420,99,132,2,3,7,158,15,4
S01008633,452,244,114,0,2,18,54,6,14
S01008634,276,121,88,1,1,3,55,4,3
S01008635,362,137,126,0,1,2,85,6,5
S01008636,367,152,100,2,2,0,101,3,7
S01008637,309,113,85,1,1,11,88,7,3
S01008638,344,55,61,3,5,99,111,7,3
S01008639,430,91,145,4,0,5,161,19,5
S01008640,351,75,112,0,0,1,136,24,3
S01008641,351,83,89,4,2,0,154,11,8
S01008642,433,102,152,2,0,2,150,20,5
S01008643,323,80,123,1,3,2,95,16,3
S01008644,386,72,102,4,1,65,129,7,6
S01008645,360,91,119,1,2,8,129,8,2
S01008646,453,93,140,2,4,25,173,14,2
S01008647,330,51,131,1,2,2,129,11,3
S01008648,339,30,86,2,2,42,154,18,5
S01008649,560,63,177,6,3,38,260,9,4
S01008650,470,62,142,1,0,39,216,9,1
S01008651,497,51,119,0,7,98,204,14,4
S01008652,387,25,79,0,7,130,133,10,3
S01008653,402,24,69,1,10,112,164,15,7
S01008654,585,51,138,3,11,115,246,17,4
S01008655,442,46,86,15,1,58,214,11,11
S01008656,426,37,66,3,6,129,172,9,4
S01008657,361,55,71,4,6,97,118,7,3
S01008658,555,56,99,3,38,119,216,16,8
S01008659,446,38,74,5,7,75,230,13,4
S01008660,444,59,67,1,7,46,234,21,9
S01008661,437,42,49,1,12,149,166,15,3
S01008662,276,16,30,2,2,68,145,10,3
S01008663,434,40,85,5,16,76,195,13,4
S01008664,396,55,99,5,31,15,177,13,1
S01008665,524,78,106,2,29,63,222,12,12
S01008666,311,50,66,2,4,8,158,13,10
S01008667,308,72,71,2,4,46,95,14,4
S01008668,280,51,69,2,4,7,130,12,5
S01008669,173,18,17,1,4,2,120,10,1
S01008670,260,38,38,3,5,5,154,15,2
S01008671,331,44,56,1,16,6,187,14,7
S01008672,341,74,46,6,12,4,184,9,6
S01008673,649,114,75,5,10,99,273,37,36
S01008674,413,49,45,1,22,51,214,26,5
S01008675,476,47,56,2,29,83,239,15,5
S01008676,338,58,67,3,12,32,145,12,9
S01008677,420,60,61,0,25,21,231,15,7
S01008678,393,30,47,2,17,48,221,21,7
S01008679,546,31,40,1,32,204,188,43,7
S01008680,326,19,38,3,5,79,157,20,5
S01008681,540,59,76,4,77,78,213,29,4
S01008682,431,58,73,4,27,66,182,13,8
S01008683,576,45,70,1,132,188,133,4,3
S01008684,532,56,62,1,218,50,123,15,7
S01008685,489,84,59,7,36,111,171,14,7
S01008686,585,25,96,23,4,277,150,8,2
S01008687,419,51,138,7,4,18,182,17,2
S01008688,457,66,161,10,6,41,153,14,6
S01008689,548,65,172,3,4,64,228,7,5
S01008690,598,121,204,3,3,17,225,21,4
S01008691,678,92,230,13,13,52,253,19,6
S01008692,391,49,135,3,4,89,102,9,0
S01008693,224,104,94,1,6,0,12,3,4
S01008694,537,118,213,3,15,10,166,10,2
S01008695,338,96,152,1,4,7,70,5,3
S01008696,285,110,143,1,1,1,24,1,4
S01008697,453,214,184,1,3,1,41,7,2
S01008698,209,116,71,0,3,2,14,1,2
S01008699,470,143,137,1,114,7,62,4,2
S01008700,248,111,90,0,5,1,35,2,4
S01008701,200,5,28,7,31,123,6,0,0
S01008702,312,42,60,6,16,22,145,9,12
S01008703,456,18,49,20,141,187,39,2,0
S01008704,307,19,67,8,17,166,27,3,0
S01008705,236,14,57,0,46,81,30,3,5
S01008706,243,4,34,0,37,152,15,0,1
S01008707,387,21,55,8,120,151,30,0,2
S01008708,452,4,29,2,169,221,16,9,2
S01008709,299,39,78,2,27,111,38,2,2
S01008710,208,9,57,0,25,91,23,0,3
S01008711,353,58,61,3,82,107,35,4,3
S01008712,499,54,60,1,283,62,34,2,3
S01008713,292,20,55,0,187,3,20,5,2
S01008714,297,82,89,1,78,3,38,4,2
S01008715,367,109,110,0,123,0,20,5,0
S01008716,295,67,88,1,71,35,25,1,7
S01008717,181,42,105,1,2,3,27,1,0
S01008718,222,71,121,1,6,3,17,3,0
S01008719,420,93,218,2,9,8,84,4,2
S01008720,243,77,84,1,26,3,47,2,3
S01008721,310,86,199,0,2,2,18,2,1
S01008722,480,205,172,1,77,3,17,3,2
S01008723,257,100,128,0,0,16,12,0,1
S01008724,400,153,161,1,5,46,27,2,5
S01008725,343,138,138,0,11,25,25,3,3
S01008726,241,97,125,0,2,1,10,1,5
S01008727,454,184,172,0,15,24,54,3,2
S01008728,229,66,78,3,19,29,31,1,2
S01008729,277,86,142,0,10,4,26,2,7
S01008730,411,65,173,1,23,19,126,4,0
S01008731,226,80,73,1,32,7,28,1,4
S01008732,340,68,109,1,52,20,84,5,1
S01008733,473,104,215,7,11,16,99,14,7
S01008734,266,96,94,18,8,20,21,6,3
S01008735,385,201,159,1,1,1,18,2,2
S01008736,290,148,101,1,26,4,5,1,4
S01008737,339,193,121,0,3,3,14,1,4
S01008738,299,174,116,1,2,1,5,0,0
S01008739,240,113,100,1,12,0,12,1,1
S01008740,227,121,94,0,3,2,7,0,0
S01008741,395,220,152,1,7,3,8,2,2
S01008742,280,118,71,1,47,3,34,1,5
S01008743,485,101,160,0,112,12,86,12,2
S01008744,519,164,197,0,68,11,66,5,8
S01008745,241,109,84,2,2,2,30,4,8
S01008746,572,83,135,7,200,14,114,12,7
S01008747,234,113,94,1,4,0,18,3,1
S01008748,283,168,92,1,5,2,8,3,4
S01008749,402,208,160,1,7,6,15,2,3
S01008750,313,184,105,1,5,3,8,1,6
S01008751,304,92,96,0,78,6,27,1,4
S01008752,459,81,95,4,179,15,68,8,9
S01008753,314,64,81,2,95,14,51,5,2
S01008754,362,53,97,13,95,45,56,3,0
S01008755,541,57,171,3,121,59,123,3,4
S01008756,418,79,116,0,154,18,44,4,3
S01008757,397,42,73,1,221,15,40,3,2
S01008758,444,89,132,1,129,44,39,4,6
S01008759,322,60,74,2,78,69,28,4,7
S01008760,500,52,91,9,227,73,43,4,1
S01008761,295,25,90,5,25,10,130,8,2
S01008762,301,120,134,2,7,5,24,6,3
S01008763,433,135,219,1,7,8,55,6,2
S01008764,306,91,139,0,34,7,28,4,3
S01008765,393,100,203,1,4,6,72,5,2
S01008766,413,180,179,0,7,12,28,2,5
S01008767,266,82,113,3,25,14,20,5,4
S01008768,256,48,89,13,15,41,45,4,1
S01008769,380,61,153,0,2,5,143,10,6
S01008770,431,44,133,11,1,12,209,17,4
S01008771,411,50,134,1,9,97,108,7,5
S01008772,395,127,156,1,39,12,54,3,3
S01008773,596,97,188,20,34,96,146,11,4
S01008774,495,68,145,2,84,46,141,5,4
S01008775,218,57,98,2,6,3,51,0,1
S01008776,467,56,105,10,22,143,116,11,4
S01008777,637,59,119,9,213,123,106,6,2
S01008778,664,68,179,18,10,103,267,16,3
S01008779,402,48,163,1,3,6,158,22,1
S01008780,329,24,119,2,2,46,127,6,3
S01008781,530,21,143,4,6,190,158,8,0
S01008782,400,35,133,13,3,54,152,6,4
S01008783,236,15,69,8,6,39,93,5,1
S01008784,268,12,73,7,5,48,111,11,1
S01008785,485,52,72,1,188,47,114,9,2
S01008786,540,69,185,3,29,20,212,21,1
S01008787,200,4,2,0,169,4,17,3,1
S01008788,376,36,124,8,5,59,130,10,4
S01008789,375,56,90,3,9,150,56,7,4
S01008790,353,28,92,2,20,98,102,7,4
S01008791,421,50,120,3,18,15,194,12,9
S01008792,415,91,134,1,38,36,109,3,3
S01008793,266,19,57,4,12,89,75,7,3
S01008794,492,67,116,20,50,149,83,5,2
S01008795,618,83,217,14,20,14,246,18,6
S01008796,622,50,136,12,7,151,257,8,1
S01008797,579,86,179,16,12,54,217,14,1
S01008798,502,85,145,8,49,42,155,14,4
S01008799,322,25,75,7,33,19,150,11,2
S01008800,651,74,245,2,12,21,276,15,6
S01008801,582,61,199,3,9,43,249,14,4
S01008802,614,80,181,2,32,54,249,11,5
S01008803,575,50,133,2,15,148,209,15,3
S01008804,332,24,84,2,13,73,128,5,3
S01008805,334,46,80,2,2,10,180,12,2
S01008806,558,61,160,4,2,67,239,20,5
S01008807,490,68,178,0,24,15,187,13,5
S01008808,391,72,123,1,3,71,114,4,3
S01008809,324,79,66,0,7,11,147,10,4
S01008810,383,70,143,0,1,2,153,11,3
S01008811,389,70,125,0,4,5,161,14,10
S01008812,260,58,81,2,2,0,109,7,1
S01008813,508,76,109,0,38,144,127,9,5
S01008814,403,92,130,6,10,25,126,8,6
S01008815,557,59,176,12,7,112,178,11,2
S01008816,321,63,120,1,1,50,69,11,6
S01008817,425,41,140,2,7,123,103,6,3
S01008818,371,67,178,2,2,30,79,6,7
S01008819,368,90,164,0,4,19,80,11,0
S01008820,616,76,164,2,16,207,141,7,3
S01008821,271,78,145,1,4,8,32,2,1
S01008822,286,116,140,2,2,4,19,2,1
S01008823,269,114,112,1,1,2,30,5,4
S01008824,510,187,207,0,17,6,79,10,4
S01008825,296,122,122,1,6,2,40,2,1
S01008826,378,101,119,4,7,66,76,5,0
S01008827,273,142,116,0,0,1,11,1,2
S01008828,439,177,153,0,10,17,74,3,5
S01008829,297,119,115,0,4,27,24,5,3
S01008830,334,158,123,0,0,10,37,1,5
S01008831,359,199,110,1,0,22,23,4,0
S01008832,350,167,119,1,1,1,44,11,6
S01008833,526,195,176,3,5,50,82,3,12
S01008834,519,224,181,0,1,4,89,6,14
S01008835,407,181,161,0,19,3,32,3,8
S01008836,413,80,144,0,84,6,84,11,4
S01008837,630,82,241,0,5,47,227,13,15
S01008838,606,154,184,3,0,20,233,8,4
S01008839,549,134,179,0,5,42,172,10,7
S01008840,510,151,196,1,3,5,142,10,2
S01008841,291,71,112,2,0,14,83,6,3
S01008842,433,40,146,11,5,15,193,10,13
S01008843,464,87,153,1,3,12,178,23,7
S01008844,355,50,118,1,3,27,139,13,4
S01008845,420,95,93,2,1,7,193,21,8
S01008846,386,96,96,1,3,31,152,5,2
S01008847,263,61,71,2,2,1,118,4,4
S01008848,384,107,102,0,7,22,129,13,4
S01008849,396,98,86,0,1,2,189,8,12
S01008850,401,127,93,2,2,3,160,6,8
S01008851,634,142,115,3,3,132,223,8,8
S01008852,503,207,105,0,0,0,160,15,16
S01008853,352,75,103,2,1,3,155,5,8
S01008854,483,132,115,2,1,3,224,3,3
S01008855,620,138,180,0,3,7,260,25,7
S01008856,296,61,86,1,4,3,133,4,4
S01008857,434,142,130,2,0,3,144,4,9
S01008858,328,131,86,1,0,2,95,8,5
S01008859,712,122,139,0,4,93,319,18,17
S01008860,500,124,155,0,29,2,170,12,8
S01008861,349,164,105,0,2,1,67,7,3
S01008862,561,102,136,5,25,15,252,17,9
S01008863,392,118,116,1,14,2,131,8,2
S01008864,410,152,107,0,2,2,107,4,36
S01008865,455,167,122,3,1,4,137,11,10
S01008866,467,129,148,1,1,1,180,3,4
S01008867,421,169,146,0,1,2,90,11,2
S01008868,391,64,92,1,1,4,209,13,7
S01008869,615,187,129,0,4,62,206,11,16
S01008870,426,146,111,1,2,3,145,8,10
S01008871,503,165,146,4,0,0,172,6,10
S01008872,401,102,118,1,1,7,151,11,10
S01008873,334,128,123,0,0,1,72,7,3
S01008874,514,155,146,6,3,52,129,12,11
S01008875,502,120,139,24,5,27,172,10,5
S01008876,291,159,99,2,2,1,18,3,7
S01008877,243,95,102,2,2,8,29,3,2
S01008878,459,181,151,0,68,4,44,6,5
S01008879,411,165,145,0,32,4,51,3,11
S01008880,291,114,124,0,13,3,31,3,3
S01008881,264,134,79,1,0,4,37,3,6
S01008882,401,177,183,0,0,0,34,1,6
S01008883,362,230,99,0,2,1,20,3,7
S01008884,316,203,91,1,0,1,16,0,4
S01008885,345,176,141,0,3,1,19,1,4
S01008886,425,188,135,0,3,3,79,7,10
S01008887,358,171,137,0,5,3,39,0,3
S01008888,373,105,131,2,1,3,113,11,7
S01008889,267,95,136,1,4,0,21,6,4
S01008890,308,157,122,0,4,12,10,0,3
S01008891,329,194,124,0,0,0,8,0,3
S01008892,533,220,153,1,9,57,72,14,7
S01008893,353,171,164,0,2,2,14,0,0
S01008894,337,180,137,0,2,4,12,0,2
S01008895,301,162,120,0,1,1,15,0,2
S01008896,208,82,99,0,0,0,24,2,1
S01008897,304,155,121,1,3,1,21,0,2
S01008898,331,176,138,0,1,0,9,2,5
S01008899,389,89,98,0,163,6,30,1,2
S01008900,415,113,138,1,82,20,52,4,5
S01008901,374,93,132,1,97,5,35,9,2
S01008902,485,92,150,1,35,129,70,1,7
S01008903,463,143,157,0,127,5,24,3,4
S01008904,431,75,118,0,116,9,104,4,5
S01008905,510,52,118,0,220,24,81,12,3
S01008906,386,20,62,22,147,66,64,3,2
S01008907,249,13,16,1,114,87,17,1,0
S01008908,421,74,110,0,144,4,82,3,4
S01008909,347,84,157,0,5,10,84,4,3
S01008910,211,51,91,2,4,1,54,4,4
S01008911,432,54,160,2,4,3,196,13,0
S01008912,333,123,153,2,13,1,31,6,4
S01008913,272,47,142,3,2,1,70,5,2
S01008914,398,142,155,1,54,9,24,5,8
S01008915,236,103,92,0,16,2,21,0,2
S01008916,593,116,99,2,288,18,64,3,3
S01008917,379,29,61,1,196,58,32,1,1
S01008918,293,9,15,0,242,6,19,1,1
S01008919,264,11,20,1,211,2,16,3,0
S01008920,586,48,215,1,22,78,207,13,2
S01008921,375,39,42,1,243,20,27,3,0
S01008922,400,68,109,1,78,62,72,6,4
S01008923,394,64,82,1,152,31,61,1,2
S01008924,372,15,50,0,83,183,36,5,0
S01008925,266,40,118,0,10,14,81,2,1
S01008926,242,46,108,1,3,48,33,3,0
S01008927,416,14,170,15,10,87,115,4,1
S01008928,298,35,82,0,28,96,49,5,3
S01008929,475,14,17,0,412,12,14,5,1
S01008930,427,23,32,0,202,153,14,2,1
S01008931,339,44,42,0,17,218,16,2,0
S01008932,404,41,143,3,11,70,123,6,7
S01008933,289,12,57,0,91,110,17,2,0
S01008934,354,61,111,3,86,29,56,6,2
S01008935,377,204,134,2,1,9,19,5,3
S01008936,157,71,79,0,1,0,4,2,0
S01008937,424,186,157,0,9,4,56,7,5
S01008938,285,138,127,0,0,3,11,2,4
S01008939,323,171,124,0,1,2,17,3,5
S01008940,255,158,77,0,0,0,13,3,4
S01008941,350,156,140,1,2,12,29,3,7
S01008942,333,136,150,0,0,2,38,4,3
S01008943,340,206,122,1,1,1,8,0,1
S01008944,429,244,151,0,0,2,21,3,8
S01008945,299,154,130,0,0,1,9,2,3
S01008946,397,227,135,0,4,1,25,1,4
S01008947,449,266,162,1,2,1,11,4,2
S01008948,285,108,145,1,13,0,15,1,2
S01008949,393,119,158,1,72,2,28,5,8
S01008950,420,135,186,0,62,4,24,5,4
S01008951,435,99,135,0,115,23,51,4,8
S01008952,421,77,127,6,129,11,65,4,2
S01008953,424,116,148,1,104,15,36,2,2
S01008954,434,115,133,1,131,1,35,9,9
S01008955,282,113,125,0,1,19,22,1,1
S01008956,406,110,215,2,0,30,47,1,1
S01008957,429,131,144,2,5,96,44,3,4
S01008958,404,62,121,0,2,182,31,4,2
S01008959,380,114,163,3,1,59,31,6,3
S01008960,328,86,203,0,2,5,28,3,1
S01008961,319,107,167,0,0,5,36,3,1
S01008962,275,127,125,0,3,2,15,0,3
S01008963,349,184,133,1,1,6,23,0,1
S01008964,211,110,90,0,0,0,6,2,3
S01008965,321,178,117,0,2,15,4,1,4
S01008966,252,144,97,0,0,1,10,0,0
S01008967,430,236,181,0,1,2,5,4,1
S01008968,398,195,176,1,2,15,7,0,2
S01008969,460,214,182,0,19,1,30,9,5
S01008970,438,196,194,1,1,10,26,7,3
S01008971,273,116,143,0,1,0,12,0,1
S01008972,304,145,131,0,0,2,23,1,2
S01008973,361,154,132,4,2,26,28,8,7
S01008974,374,164,123,1,9,6,64,4,3
S01008975,449,146,98,1,51,84,54,9,6
S01008976,212,113,90,0,1,1,4,1,2
S01008977,256,142,95,0,3,0,12,1,3
S01008978,252,81,110,0,4,3,49,4,1
S01008979,308,49,161,3,3,6,78,6,2
S01008980,334,70,153,1,6,9,88,6,1
S01008981,316,178,114,0,1,8,11,1,3
S01008982,352,96,149,0,5,4,94,2,2
S01008983,314,49,171,4,4,10,74,1,1
S01008984,227,56,94,0,4,1,70,2,0
S01008985,326,125,144,1,1,3,44,5,3
S01008986,343,180,138,1,1,0,21,2,0
S01008987,330,186,132,0,0,1,11,0,0
S01008988,481,186,140,0,29,10,105,6,5
S01008989,323,56,182,2,2,3,73,5,0
S01008990,383,90,195,3,1,1,87,4,2
S01008991,381,99,227,0,2,3,47,2,1
S01008992,270,96,99,9,21,10,30,2,3
S01008993,476,182,172,1,5,2,79,20,15
S01008994,337,89,117,0,90,10,22,3,6
S01008995,352,134,163,5,6,10,30,1,3
S01008996,251,87,82,0,49,8,13,6,6
S01008997,411,95,195,0,34,18,55,4,10
S01008998,236,34,67,1,102,9,18,3,2
S01008999,411,142,138,3,49,33,33,4,9
S01009000,393,172,170,1,5,3,30,5,7
S01009001,323,117,160,1,25,4,15,1,0
S01009002,348,81,92,0,33,2,78,44,18
S01009003,394,140,186,0,24,0,38,3,3
S01009004,270,90,142,0,9,6,20,2,1
S01009005,327,108,172,1,1,8,35,2,0
S01009006,318,113,127,1,26,18,25,3,5
S01009007,290,99,120,0,28,14,20,2,7
S01009008,445,188,143,0,37,14,56,3,4
S01009009,252,48,73,1,58,41,23,7,1
S01009010,404,115,206,0,5,30,44,4,0
S01009011,319,83,208,0,2,3,22,0,1
S01009012,296,110,164,0,1,2,18,0,1
S01009013,363,113,206,1,3,12,22,6,0
S01009014,284,109,75,0,0,69,13,12,6
S01009015,303,161,63,0,0,48,19,6,6
S01009016,250,147,52,2,0,28,8,4,9
S01009017,278,93,72,0,0,83,18,6,6
S01009018,326,153,78,0,0,60,22,7,6
S01009019,221,105,60,0,0,40,12,1,3
S01009020,366,126,103,0,0,75,40,10,12
S01009021,344,186,88,0,0,37,22,5,6
S01009022,447,229,99,0,0,80,26,5,8
S01009023,435,287,65,2,0,49,10,7,15
S01009024,476,245,83,1,0,102,21,8,16
S01009025,433,253,106,0,0,42,12,3,17
S01009026,411,222,114,2,0,36,16,5,16
S01009027,373,232,75,1,0,36,17,1,11
S01009028,232,132,59,1,0,28,2,2,8
S01009029,286,149,71,1,0,41,11,2,11
S01009030,321,177,74,0,0,52,8,3,7
S01009031,356,189,80,0,0,45,23,8,11
S01009032,299,179,73,0,0,19,15,1,12
S01009033,359,230,88,0,0,12,17,4,8
S01009034,283,162,80,1,0,18,13,0,9
S01009035,381,184,135,0,0,41,10,7,4
S01009036,437,157,151,0,0,87,31,7,4
S01009037,367,142,124,0,0,81,13,5,2
S01009038,440,172,147,0,0,80,22,8,11
S01009039,313,85,53,0,0,155,11,6,3
S01009040,338,103,79,5,0,105,28,11,7
S01009041,503,139,107,2,0,154,73,13,15
S01009042,401,132,121,2,0,108,25,5,8
S01009043,293,99,67,0,0,104,13,5,5
S01009044,412,167,92,0,0,117,26,2,8
S01009045,287,110,74,0,0,66,14,3,20
S01009046,363,160,132,0,0,33,25,6,7
S01009047,336,152,127,0,0,30,11,4,12
S01009048,348,190,118,0,0,25,10,5,0
S01009049,274,136,92,0,0,26,10,4,6
S01009050,370,115,157,0,70,3,21,1,3
S01009051,292,54,147,0,73,1,11,3,3
S01009052,305,99,122,0,52,2,21,4,5
S01009053,259,20,44,1,186,1,2,1,4
S01009054,249,58,100,0,81,0,4,4,2
S01009055,361,119,165,0,56,1,13,2,5
