,All people aged 16 and over in households,Living in a couple: Married or in a registered same-sex civil partnership,Living in a couple: Cohabiting,Not living in a couple: Single (never married or never registered a same-sex civil partnership),Not living in a couple: Married or in a registered same-sex civil partnership,Not living in a couple: Separated (but still legally married or still legally in a same-sex civil partnership),Not living in a couple: Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Not living in a couple: Widowed or surviving partner from a same-sex civil partnership
S01010630,451,170,58,154,4,14,25,26
S01010631,530,130,114,184,5,17,40,40
S01010632,803,276,109,218,3,32,73,92
S01010633,814,260,108,240,9,22,81,94
S01010634,535,206,64,161,6,9,41,48
S01010635,641,234,76,179,9,14,69,60
S01010636,683,300,96,172,2,15,45,53
S01010637,491,102,70,181,8,26,57,47
S01010638,690,256,80,182,6,14,53,99
S01010639,933,262,180,302,12,27,91,59
S01010640,703,192,122,273,6,27,50,33
S01010641,782,166,168,258,9,37,89,55
S01010642,736,216,100,261,11,27,61,60
S01010643,520,144,106,188,1,18,46,17
S01010644,508,116,68,194,1,29,67,33
S01010645,476,208,80,116,2,11,32,27
S01010646,577,328,46,131,5,8,30,29
S01010647,553,254,62,149,4,11,31,42
S01010648,561,258,62,152,1,9,48,31
S01010649,482,224,76,84,1,13,26,58
S01010650,370,166,56,91,6,6,33,12
S01010651,557,240,60,138,2,16,54,47
S01010652,596,294,78,140,0,26,41,17
S01010653,534,228,86,131,3,9,41,36
S01010654,638,240,72,192,1,20,75,38
S01010655,724,414,82,120,6,13,33,56
S01010656,364,200,36,69,6,16,19,18
S01010657,534,342,50,95,4,5,12,26
S01010658,602,348,56,119,6,12,25,36
S01010659,544,324,50,98,6,10,21,35
S01010660,509,226,54,125,1,9,37,57
S01010661,508,186,90,116,3,12,39,62
S01010662,614,350,52,123,7,14,30,38
S01010663,777,504,48,133,6,18,22,46
S01010664,678,390,84,125,8,10,27,34
S01010665,772,402,90,128,10,23,61,58
S01010666,764,390,96,126,9,16,50,77
S01010667,568,332,62,107,10,12,25,20
S01010668,925,496,128,153,7,13,44,84
S01010669,485,254,58,89,8,5,28,43
S01010670,567,308,60,112,6,16,26,39
S01010671,596,316,52,124,12,9,42,41
S01010672,531,210,48,148,9,18,40,58
S01010673,740,340,114,156,7,20,51,52
S01010674,754,396,80,161,11,21,39,46
S01010675,533,308,62,100,2,8,22,31
S01010676,704,392,64,144,5,16,39,44
S01010677,418,256,22,73,4,13,13,37
S01010678,515,294,28,107,9,8,23,46
S01010679,478,222,44,119,6,14,32,41
S01010680,521,220,52,116,6,19,50,58
S01010681,795,326,126,215,0,25,60,43
S01010682,773,484,56,135,9,13,37,39
S01010683,814,456,86,162,13,6,24,67
S01010684,669,400,50,112,5,14,26,62
S01010685,532,292,64,83,6,9,31,47
S01010686,574,316,52,116,6,9,27,48
S01010687,668,368,66,124,13,12,32,53
S01010688,599,284,76,132,10,15,44,38
S01010689,666,382,70,94,5,13,32,70
S01010690,536,224,74,105,2,16,49,66
S01010691,620,350,76,99,11,19,22,43
S01010692,563,268,79,132,2,14,39,29
S01010693,395,244,26,65,2,4,29,25
S01010694,497,282,36,90,6,7,29,47
S01010695,597,342,60,127,2,13,29,24
S01010696,772,400,109,162,5,21,28,47
S01010697,873,500,90,161,6,20,31,65
S01010698,603,298,72,121,7,27,29,49
S01010699,491,272,64,94,4,11,26,20
S01010700,503,302,40,88,3,13,22,35
S01010701,841,412,128,179,3,16,50,53
S01010702,833,502,92,139,4,12,35,49
S01010703,705,422,68,132,2,12,22,47
S01010704,537,274,48,122,2,10,35,46
S01010705,897,468,122,189,3,13,44,58
S01010706,525,258,66,113,4,13,39,32
S01010707,581,352,57,114,3,9,11,35
S01010708,463,204,56,114,3,11,23,52
S01010709,591,314,78,115,1,11,21,51
S01010710,610,266,76,161,3,13,36,55
S01010711,618,402,36,94,5,9,16,56
S01010712,556,254,78,144,2,10,36,32
S01010713,633,274,116,140,4,10,46,43
S01010714,613,192,88,167,6,16,71,73
S01010715,588,252,70,133,3,18,59,53
S01010716,728,232,130,210,11,22,58,65
S01010717,539,314,46,109,1,6,17,46
S01010718,755,416,78,168,8,13,37,35
S01010719,518,268,58,99,4,10,30,49
S01010720,626,346,38,120,5,2,37,78
S01010721,544,302,66,81,8,15,36,36
S01010722,710,340,78,165,7,14,47,59
S01010723,710,434,68,131,3,14,27,33
S01010724,706,416,73,115,6,17,27,52
S01010725,600,364,48,121,5,8,18,36
S01010726,794,438,78,145,2,24,36,71
S01010727,528,338,48,98,0,4,12,28
S01010728,418,286,28,58,3,9,13,21
S01010729,590,364,56,129,5,8,11,17
S01010730,698,424,54,135,5,10,29,41
S01010731,737,368,80,165,1,24,42,57
S01010732,651,284,72,175,10,27,51,32
S01010733,437,154,68,123,7,15,37,33
S01010734,680,256,106,194,4,24,55,41
S01010735,455,180,86,124,2,10,34,19
S01010736,419,250,54,60,2,5,12,36
S01010737,863,408,100,176,13,16,60,90
S01010738,458,224,50,104,3,10,25,42
S01010739,695,298,126,155,3,26,46,41
S01010740,387,106,46,135,2,17,42,39
S01010741,476,250,60,95,2,7,20,42
S01010742,571,258,92,126,4,18,31,42
S01010743,531,216,76,148,1,14,42,34
S01010744,854,432,108,195,7,13,42,57
S01010745,529,212,62,130,2,15,52,56
S01010746,842,424,126,167,5,19,44,57
S01010747,660,314,58,164,2,18,64,40
S01010748,526,304,56,90,3,12,21,40
S01010749,504,298,44,96,1,10,18,37
S01010750,540,334,64,73,5,10,21,33
S01010751,583,236,80,139,4,21,52,51
S01010752,584,242,82,144,7,23,41,45
S01010753,799,366,110,217,2,17,51,36
S01010754,572,240,58,127,8,19,49,71
S01010755,522,236,71,126,4,4,32,49
S01010756,542,326,44,99,1,13,10,49
S01010757,655,372,60,99,5,18,38,63
S01010758,579,312,48,116,4,8,40,51
S01010759,494,214,48,134,10,11,30,47
S01010760,498,254,46,77,3,11,36,71
S01010761,434,232,52,82,8,10,22,28
S01010762,500,260,74,93,5,17,19,32
S01010763,544,258,60,123,6,18,30,49
S01010764,497,278,40,87,10,16,28,38
S01010765,851,450,96,159,7,17,44,78
S01010766,648,308,76,134,7,17,34,72
S01010767,582,264,67,117,6,23,48,57
S01010768,490,232,50,107,4,9,34,54
S01010769,424,264,32,72,4,9,12,31
S01010770,705,368,84,138,3,12,46,54
S01010771,749,362,64,155,4,19,53,92
S01010772,672,356,62,142,3,13,44,52
S01010773,651,366,68,123,5,18,31,40
S01010774,590,268,72,125,6,21,39,59
S01010775,526,298,84,95,0,8,19,22
S01010776,452,202,44,118,3,11,26,48
S01010777,431,148,56,130,1,6,30,60
S01010778,371,108,56,131,1,11,38,26
S01010779,612,250,70,168,5,19,47,53
S01010780,471,224,50,107,3,8,28,51
S01010781,644,318,78,159,2,6,39,42
S01010782,481,204,64,108,10,10,34,51
S01010783,464,174,60,129,2,10,45,44
S01010784,582,198,92,164,6,10,46,66
S01010785,580,332,54,109,7,14,17,47
S01010786,500,280,50,104,1,14,24,27
S01010787,733,434,72,139,2,10,29,47
S01010788,506,262,68,94,5,13,28,36
S01010789,590,322,66,129,4,13,21,35
S01010790,568,334,40,109,6,9,24,46
S01010791,718,430,74,113,3,11,41,46
S01010792,490,214,62,136,1,21,24,32
S01010793,530,312,56,90,2,12,25,33
S01010794,435,238,54,89,2,8,19,25
S01010795,821,450,93,155,6,23,32,62
S01010796,680,386,102,121,2,11,23,35
S01010797,633,392,62,111,0,14,18,36
S01010798,552,336,43,99,4,8,26,36
S01010799,812,292,106,199,9,40,58,108
S01010800,608,256,92,147,1,20,39,53
S01010801,603,290,66,137,5,7,38,60
S01010802,475,208,82,116,2,10,24,33
S01010803,477,182,44,151,7,12,35,46
S01010804,497,266,30,107,2,10,31,51
S01010805,705,356,70,170,7,12,44,46
S01010806,741,254,106,233,4,28,52,64
S01010807,450,238,52,84,3,10,32,31
S01010808,422,240,46,72,1,8,30,25
S01010809,628,332,88,137,3,12,21,35
S01010810,420,196,40,105,1,11,27,40
S01010811,738,382,78,153,8,21,32,64
S01010812,427,203,44,94,1,12,33,40
S01010813,449,220,48,102,2,16,25,36
S01010814,526,270,32,116,10,16,40,42
S01010815,369,192,40,76,3,10,21,27
S01010816,523,296,18,82,6,10,33,78
S01010817,712,460,34,128,6,15,31,38
S01010818,826,456,44,140,11,19,61,95
S01010819,676,364,60,135,8,10,38,61
S01010820,420,262,26,78,3,9,18,24
S01010821,499,360,10,77,3,4,11,34
S01010822,535,334,22,119,4,14,27,15
S01010823,310,162,56,68,2,10,9,3
S01010824,535,344,48,102,4,7,19,11
S01010825,252,182,18,27,2,6,6,11
S01010826,620,362,34,137,3,18,25,41
S01010827,491,312,36,102,0,3,24,14
S01010828,961,610,68,198,2,13,36,34
S01010829,809,412,70,176,8,17,55,71
S01010830,476,238,40,125,1,9,32,31
S01010831,436,296,22,79,5,7,20,7
S01010832,613,300,72,182,3,11,23,22
S01010833,739,466,54,160,6,5,24,24
S01010834,794,502,42,143,2,11,30,64
S01010835,576,368,22,128,1,5,17,35
S01010836,669,316,60,167,6,15,53,52
S01010837,560,290,26,140,1,9,30,64
S01010838,664,306,70,179,4,6,42,57
S01010839,593,272,42,146,2,11,50,70
S01010840,448,146,46,129,2,12,41,72
S01010841,657,272,78,182,7,16,48,54
S01010842,808,192,68,262,10,37,106,133
S01010843,582,182,54,179,2,13,64,88
S01010844,571,336,34,123,4,12,19,43
S01010845,528,310,24,129,6,1,22,36
S01010846,620,226,54,238,3,20,47,32
S01010847,518,298,42,124,3,7,29,15
S01010848,519,170,36,209,3,16,49,36
S01010849,732,254,58,286,3,28,54,49
S01010850,640,216,52,236,2,18,59,57
S01010851,608,202,84,215,2,14,49,42
S01010852,612,278,50,175,1,10,43,55
S01010853,726,338,68,200,4,21,39,56
S01010854,701,240,86,245,2,30,52,46
S01010855,449,188,42,136,2,15,21,45
S01010856,721,260,54,216,2,28,72,89
S01010857,644,310,52,206,3,18,27,28
S01010858,592,224,54,191,1,14,49,59
S01010859,586,228,28,199,7,24,44,56
S01010860,528,236,36,167,4,14,39,32
S01010861,533,170,38,191,7,17,57,53
S01010862,439,92,22,228,1,19,45,32
S01010863,624,338,38,153,0,14,28,53
S01010864,487,302,14,112,1,9,18,31
S01010865,636,366,32,138,9,3,18,70
S01010866,578,320,26,112,6,9,25,80
S01010867,549,298,34,138,6,7,18,48
S01010868,606,322,54,153,4,7,21,45
S01010869,632,352,34,170,6,7,13,50
S01010870,663,254,60,180,7,24,47,91
S01010871,714,298,54,220,3,15,47,77
S01010872,624,214,58,205,6,25,64,52
S01010873,497,86,40,165,3,28,64,111
S01010874,632,290,50,203,5,17,35,32
S01010875,426,156,50,135,1,14,36,34
S01010876,608,150,86,238,4,23,57,50
S01010877,792,306,70,269,1,24,73,49
S01010878,836,354,60,224,5,25,46,122
S01010879,705,324,76,207,1,9,42,46
S01010880,444,144,38,163,2,13,35,49
S01010881,542,250,34,153,1,5,25,74
S01010882,457,236,22,142,1,14,19,23
S01010883,704,350,38,218,8,12,39,39
S01010884,582,172,31,221,1,28,68,61
S01010885,766,176,82,320,2,31,88,67
S01010886,399,106,54,149,1,19,45,25
S01010887,707,194,50,263,4,12,87,97
S01010888,682,218,88,237,1,25,56,57
S01010889,472,106,56,198,3,17,46,46
S01010890,713,156,64,221,12,22,87,151
S01010891,362,74,18,147,1,13,37,72
S01010892,743,190,72,225,2,25,134,95
S01010893,456,104,38,163,4,30,55,62
S01010894,487,142,92,169,2,12,40,30
S01010895,358,82,32,132,2,21,49,40
S01010896,568,188,40,209,5,23,52,51
S01010897,670,198,74,257,1,20,61,59
S01010898,505,174,38,202,2,9,31,49
S01010899,478,234,50,145,3,8,13,25
S01010900,508,166,62,199,3,22,34,22
S01010901,351,110,30,138,2,16,26,29
S01010902,825,340,78,246,7,23,61,70
S01010903,667,214,40,241,6,26,63,77
S01010904,436,134,48,181,0,22,34,17
S01010905,499,162,76,190,2,17,29,23
S01010906,736,290,88,252,4,27,42,33
S01010907,394,214,78,67,0,11,15,9
S01010908,512,224,52,146,5,15,23,47
S01010909,574,314,32,165,2,11,17,33
S01010910,405,78,64,166,1,17,46,33
S01010911,495,116,32,164,4,19,65,95
S01010912,593,186,36,206,4,17,59,85
S01010913,537,260,32,162,5,16,28,34
S01010914,539,254,54,143,1,21,35,31
S01010915,592,304,40,172,2,13,30,31
S01010916,486,120,32,221,0,25,58,30
S01010917,620,236,50,192,3,30,50,59
S01010918,609,266,52,168,7,16,25,75
S01010919,658,282,48,209,3,18,43,55
S01010920,452,138,32,178,3,24,53,24
S01010921,521,206,48,170,4,12,36,45
S01010922,677,266,36,235,3,21,52,64
S01010923,729,306,68,217,1,14,59,64
S01010924,512,212,40,153,1,13,39,54
S01010925,678,236,68,242,3,16,53,60
S01010926,649,290,32,205,5,15,46,56
S01010927,461,208,30,132,2,15,23,51
S01010928,561,236,38,181,1,28,42,35
S01010929,516,182,36,191,3,24,37,43
S01010930,710,442,94,107,2,11,22,32
S01010931,370,200,34,74,7,12,18,25
S01010932,456,198,58,110,0,13,35,42
S01010933,570,372,64,86,5,14,14,15
S01010934,827,490,104,153,2,14,25,39
S01010935,574,314,44,106,7,11,28,64
S01010936,620,216,86,151,10,16,64,77
S01010937,627,340,60,134,1,13,34,45
S01010938,636,218,74,197,3,20,66,58
S01010939,421,226,58,90,2,10,17,18
S01010940,587,404,24,103,1,7,13,35
S01010941,716,488,26,139,5,7,19,32
S01010942,563,384,28,85,2,8,23,33
S01010943,486,212,60,130,1,12,45,26
S01010944,480,158,72,138,3,15,50,44
S01010945,441,220,44,103,3,15,29,27
S01010946,673,298,82,167,4,19,37,66
S01010947,440,188,52,103,4,9,48,36
S01010948,553,300,44,128,5,14,34,28
S01010949,764,492,48,144,4,6,29,41
S01010950,695,354,66,153,8,20,44,50
S01010951,507,252,62,118,1,12,36,26
S01010952,410,234,50,87,2,11,16,10
S01010953,467,220,50,118,6,11,37,25
S01010954,431,264,32,92,0,4,18,21
S01010955,720,492,54,116,4,12,22,20
S01010956,575,298,80,123,9,16,22,27
S01010957,473,308,30,75,4,6,16,34
S01010958,424,246,26,84,4,7,21,36
S01010959,486,196,70,116,2,17,45,40
S01010960,872,416,118,217,1,22,47,51
S01010961,472,208,52,124,2,18,26,42
S01010962,508,220,60,103,3,16,67,39
S01010963,766,376,90,186,0,17,45,52
S01010964,444,270,44,82,2,4,19,23
S01010965,419,128,70,123,5,26,38,29
S01010966,576,296,74,112,1,17,35,41
S01010967,552,198,76,163,2,20,51,42
S01010968,603,326,52,128,4,13,33,47
S01010969,472,274,28,88,2,11,28,41
S01010970,790,386,90,183,7,18,45,61
S01010971,825,480,76,180,4,22,35,28
S01010972,643,256,112,168,1,19,44,43
S01010973,419,230,42,82,2,13,26,24
S01010974,593,304,38,143,4,12,40,52
S01010975,380,168,48,99,2,5,26,32
S01010976,419,200,50,104,2,4,31,28
S01010977,597,296,70,141,1,12,29,48
S01010978,599,192,80,175,2,20,52,78
S01010979,651,286,82,165,6,23,43,46
S01010980,601,246,70,166,2,16,48,53
S01010981,612,292,61,139,5,19,48,48
S01010982,883,538,74,151,13,16,40,51
S01010983,665,354,58,136,2,13,36,66
S01010984,573,368,32,75,3,5,30,60
S01010985,503,232,38,139,2,19,36,37
S01010986,397,268,34,70,2,3,8,12
S01010987,453,308,50,57,4,10,8,16
S01010988,450,296,42,84,2,11,9,6
S01010989,692,310,242,102,2,13,17,6
S01010990,636,338,62,127,7,13,40,49
S01010991,435,260,40,88,5,6,19,17
S01010992,402,260,62,60,2,5,8,5
S01010993,508,302,56,91,1,9,20,29
S01010994,786,504,86,130,3,12,25,26
S01010995,608,400,44,110,6,10,18,20
S01010996,462,278,56,76,0,10,11,31
S01010997,561,380,22,80,4,6,15,54
S01010998,458,302,32,75,2,3,18,26
S01010999,729,444,60,111,7,11,35,61
S01011000,680,354,78,155,6,18,37,32
S01011001,525,272,48,104,8,15,26,52
S01011002,594,262,64,152,4,12,45,55
S01011003,553,252,60,143,5,8,34,51
S01011004,486,274,68,84,1,13,23,23
S01011005,556,224,80,150,3,17,47,35
S01011006,804,384,154,160,7,23,31,45
S01011007,542,238,64,131,6,13,38,52
S01011008,653,344,60,138,2,20,42,47
S01011009,416,184,46,112,1,13,38,22
S01011010,499,112,84,161,7,23,62,50
S01011011,648,166,108,205,8,22,73,66
S01011012,540,172,77,188,6,20,48,29
S01011013,668,330,64,128,3,17,44,82
S01011014,691,358,58,167,9,22,47,30
S01011015,380,206,26,86,4,7,17,34
S01011016,632,340,122,115,7,6,31,11
S01011017,690,450,62,109,3,16,22,28
S01011018,709,356,72,159,6,18,37,61
S01011019,794,448,112,146,4,18,30,36
S01011020,377,234,38,58,2,6,20,19
S01011021,719,320,70,202,7,13,37,70
S01011022,451,170,80,126,3,10,29,33
S01011023,665,318,82,149,8,18,46,44
S01011024,586,216,82,171,4,25,54,34
S01011025,556,212,88,166,2,16,43,29
S01011026,456,206,76,120,1,14,29,10
S01011027,706,248,100,191,3,25,73,66
S01011028,739,240,128,198,6,29,62,76
S01011029,503,222,75,128,1,15,30,32
S01011030,798,444,92,178,5,21,36,22
S01011031,576,256,74,139,5,16,33,53
S01011032,648,270,52,194,3,10,57,62
S01011033,524,260,80,104,9,14,26,31
S01011034,558,248,68,104,1,15,46,76
S01011035,517,232,76,137,2,5,39,26
S01011036,541,276,68,104,2,16,40,35
S01011037,742,278,138,202,6,27,43,48
S01011038,663,246,100,183,6,22,52,54
S01011039,676,284,100,163,1,18,41,69
S01011040,562,238,74,166,4,8,38,34
S01011041,568,234,68,166,4,21,44,31
S01011042,640,344,112,123,5,21,19,16
S01011043,559,276,50,133,4,14,37,45
S01011044,568,224,70,184,2,25,34,29
S01011045,642,332,82,122,7,18,39,42
S01011046,717,440,48,138,7,16,31,37
S01011047,789,502,80,123,4,8,30,42
S01011048,796,408,88,152,4,14,51,79
S01011049,579,334,34,121,1,10,27,52
S01011050,649,384,66,121,2,9,33,34
S01011051,779,412,82,149,3,14,38,81
S01011052,668,374,64,105,7,12,46,60
S01011053,531,246,68,126,1,15,39,36
S01011054,442,242,54,73,1,15,19,38
S01011055,451,248,58,90,3,9,17,26
S01011056,555,324,76,93,3,12,26,21
S01011057,475,234,68,107,2,8,26,30
S01011058,523,320,48,89,1,16,19,30
S01011059,510,302,62,96,3,11,12,24
S01011060,706,370,64,132,3,15,34,88
S01011061,697,272,118,168,5,13,60,61
S01011062,754,360,72,170,4,20,61,67
S01011063,855,382,98,207,2,17,61,88
S01011064,856,456,86,152,7,17,49,89
S01011065,569,316,62,114,11,12,24,30
S01011066,422,220,48,75,3,11,20,45
S01011067,474,234,46,88,5,11,39,51
S01011068,419,222,44,88,3,10,24,28
S01011069,467,232,39,105,6,18,28,39
S01011070,504,308,34,93,3,12,18,36
S01011071,726,433,32,169,7,11,26,48
S01011072,801,452,100,147,2,21,36,43
S01011073,579,332,42,122,5,15,34,29
S01011074,509,260,60,97,6,7,28,51
S01011075,566,252,74,142,1,11,35,51
S01011076,603,274,66,137,2,11,44,69
S01011077,586,234,76,158,3,26,49,40
S01011078,896,540,62,170,7,15,36,66
S01011079,880,446,86,205,8,16,38,81
S01011080,830,404,92,190,7,15,48,74
S01011081,662,304,88,152,2,21,46,49
S01011082,442,164,40,103,4,12,38,81
S01011083,648,342,70,128,5,19,35,49
S01011084,654,394,50,121,0,20,20,49
S01011085,743,466,62,114,8,10,34,49
S01011086,546,334,46,95,2,4,22,43
S01011087,479,250,52,95,1,13,45,23
S01011088,801,388,74,165,3,34,54,83
S01011089,537,276,56,104,0,13,38,50
S01011090,610,380,56,104,6,15,20,29
S01011091,526,340,48,79,2,11,23,23
S01011092,320,110,62,109,2,11,19,7
S01011093,502,336,52,72,4,5,13,20
S01011094,387,244,44,49,2,8,22,18
S01011095,648,408,60,112,5,8,21,34
S01011096,453,224,64,98,6,15,26,20
S01011097,559,346,64,81,2,12,28,26
S01011098,635,326,112,104,2,9,37,45
S01011099,651,260,94,195,4,22,52,24
S01011100,392,204,36,83,1,13,15,40
S01011101,482,194,66,134,1,19,37,31
S01011102,534,144,120,152,3,25,61,29
S01011103,497,140,88,154,1,17,51,46
S01011104,507,226,54,123,1,15,37,51
S01011105,679,268,128,162,7,14,55,45
S01011106,644,370,104,103,5,29,18,15
S01011107,636,278,152,147,3,15,34,7
S01011108,445,202,48,115,2,13,34,31
S01011109,690,356,98,128,3,20,39,46
S01011110,568,256,74,148,6,11,40,33
S01011111,699,256,100,197,4,18,81,43
S01011112,648,336,118,122,5,14,28,25
S01011113,821,428,56,191,2,14,43,87
S01011114,615,372,46,125,3,8,26,35
S01011115,751,314,114,189,1,20,56,57
S01011116,540,300,76,99,2,13,21,29
S01011117,621,314,68,134,7,12,31,55
S01011118,718,374,74,134,6,18,41,71
S01011119,786,456,70,137,11,16,26,70
S01011120,603,438,26,79,0,6,6,48
S01011121,473,118,88,148,5,17,53,44
S01011122,541,226,96,128,2,19,30,40
S01011123,916,418,114,209,4,22,53,96
S01011124,505,230,80,97,3,17,39,39
S01011125,392,120,64,130,2,17,39,20
S01011126,379,228,42,62,2,4,11,30
S01011127,327,284,10,25,1,4,0,3
S01011128,592,284,80,133,2,13,41,39
S01011129,721,536,40,83,7,4,16,35
S01011130,498,232,74,85,2,8,41,56
S01011131,565,270,62,147,2,12,27,45
S01011132,745,416,80,144,4,6,36,59
S01011133,375,200,22,88,4,6,21,34
S01011134,663,296,78,141,1,27,60,60
S01011135,625,276,90,140,3,19,41,56
S01011136,549,286,60,116,3,16,21,47
S01011137,369,174,49,81,4,20,24,17
S01011138,476,236,52,109,1,15,35,28
S01011139,546,354,56,84,1,14,22,15
S01011140,428,190,64,108,2,7,38,19
S01011141,435,204,54,102,3,11,39,22
S01011142,685,432,64,126,7,10,21,25
S01011143,777,480,56,139,2,15,32,53
S01011144,597,352,54,109,2,13,26,41
S01011145,541,336,54,96,1,6,18,30
S01011146,586,324,66,105,0,16,41,34
S01011147,833,404,92,184,4,25,52,72
S01011148,628,338,76,115,5,30,28,36
S01011149,509,278,44,112,5,11,44,15
S01011150,319,170,66,39,0,17,27,0
S01011151,429,270,34,76,3,11,24,11
S01011152,587,308,40,113,7,10,62,47
S01011153,728,314,70,159,8,20,79,78
S01011154,493,156,46,146,3,21,70,51
S01011155,556,224,52,131,2,20,54,73
S01011156,488,294,38,97,1,10,25,23
S01011157,513,306,46,80,3,9,27,42
S01011158,444,294,16,62,6,3,19,44
S01011159,471,190,68,94,5,13,36,65
S01011160,746,346,122,155,7,23,47,46
S01011161,496,236,62,117,1,15,40,25
S01011162,366,166,44,93,2,14,22,25
S01011163,671,286,60,199,5,14,52,55
S01011164,537,288,62,105,4,17,34,27
S01011165,608,242,86,148,2,20,57,53
S01011166,434,276,30,62,1,7,15,43
S01011167,556,378,46,84,2,7,13,26
S01011168,707,418,58,148,3,7,38,35
S01011169,706,396,110,133,3,19,30,15
S01011170,755,414,84,132,7,22,47,49
S01011171,761,432,64,140,14,14,33,64
S01011172,616,330,54,110,10,9,41,62
S01011173,428,254,44,64,2,7,17,40
S01011174,383,182,46,68,8,9,32,38
S01011175,439,204,36,92,3,15,41,48
S01011176,488,262,44,82,4,12,21,63
S01011177,714,342,76,139,13,22,49,73
S01011178,394,198,60,77,0,12,22,25
S01011179,509,238,38,139,2,11,43,38
S01011180,540,210,78,156,1,20,28,47
S01011181,399,260,22,72,2,10,16,17
S01011182,348,248,20,57,1,1,7,14
S01011183,475,272,24,113,2,12,14,38
S01011184,650,446,40,101,2,10,21,30
S01011185,600,344,44,125,6,9,17,55
S01011186,790,376,72,173,7,19,66,77
S01011187,599,370,46,118,2,8,20,35
S01011188,785,342,96,172,1,29,68,77
S01011189,653,306,80,137,4,21,51,54
S01011190,522,200,82,124,4,21,41,50
S01011191,436,206,48,109,0,14,24,35
S01011192,554,264,72,130,1,21,43,23
S01011193,540,214,76,171,2,17,40,20
S01011194,553,212,74,160,3,30,42,32
S01011195,588,258,76,149,2,30,42,31
S01011196,704,282,90,169,5,26,74,58
S01011197,657,274,86,184,0,26,56,31
S01011198,486,214,52,144,0,15,33,28
S01011199,639,270,98,162,5,22,49,33
S01011200,620,286,84,127,5,26,51,41
S01011201,508,262,38,110,1,14,32,51
S01011202,689,292,98,174,0,30,55,40
S01011203,664,314,76,147,1,13,42,71
S01011204,474,284,30,100,4,10,14,32
S01011205,496,312,50,100,1,5,25,3
S01011206,567,314,62,126,2,22,23,18
S01011207,622,316,52,145,5,19,32,53
S01011208,728,420,62,172,2,15,27,30
S01011209,514,214,74,123,0,16,45,42
S01011210,602,372,32,139,3,10,27,19
S01011211,547,318,48,121,4,15,22,19
S01011212,419,212,36,116,1,6,25,23
S01011213,795,342,98,217,2,27,61,48
S01011214,648,274,84,181,4,22,43,40
S01011215,459,180,54,148,0,11,38,28
S01011216,376,96,62,118,3,14,46,37
S01011217,643,208,64,220,5,29,53,64
S01011218,502,158,68,165,3,18,50,40
S01011219,644,260,78,179,8,13,57,49
S01011220,737,288,85,208,4,22,75,55
S01011221,767,300,80,226,2,22,64,73
S01011222,555,266,40,131,1,17,48,52
S01011223,646,312,86,126,3,25,38,56
S01011224,598,242,44,168,5,16,53,70
