,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S01003741,393,161,110,4,13,19,39,22,25
S01003742,283,110,101,-,26,21,14,7,4
S01003743,245,107,40,-,2,10,37,7,42
S01003744,278,126,84,-,13,7,28,7,13
S01003745,345,114,97,-,49,31,38,8,8
S01003746,380,164,101,1,20,45,30,7,12
S01003747,496,214,138,2,38,36,47,5,16
S01003748,272,124,64,-,22,27,24,7,4
S01003749,374,138,109,2,63,27,27,2,6
S01003750,305,112,73,1,11,17,61,8,22
S01003751,496,153,142,10,32,27,104,12,16
S01003752,392,179,97,3,18,35,36,14,10
S01003753,503,209,144,2,56,16,46,9,21
S01003754,397,103,102,8,94,45,33,10,2
S01003755,667,150,192,9,57,128,104,9,18
S01003756,388,164,102,3,30,23,33,9,24
S01003757,266,128,71,1,10,14,24,4,14
S01003758,430,201,129,1,6,19,50,10,14
S01003759,298,131,74,7,11,11,50,10,4
S01003760,362,146,108,1,23,14,48,7,15
S01003761,419,163,131,4,29,40,36,8,8
S01003762,453,155,139,-,22,13,54,23,47
S01003763,419,154,99,1,62,48,42,2,11
S01003764,370,136,114,-,70,6,31,6,7
S01003765,321,92,69,-,61,62,16,9,12
S01003766,344,126,99,4,37,31,35,11,1
S01003767,369,144,84,3,20,42,58,7,11
S01003768,273,143,79,-,9,16,12,7,7
S01003769,416,145,130,1,45,33,45,5,12
S01003770,337,176,115,3,4,2,22,6,9
S01003771,313,143,71,-,20,1,41,6,31
S01003772,255,104,79,-,12,-,40,9,11
S01003773,296,129,93,4,21,14,18,5,12
S01003774,329,159,85,7,25,18,20,5,10
S01003775,380,154,129,1,14,3,50,14,15
S01003776,288,129,90,-,13,3,41,4,8
S01003777,430,191,154,8,35,8,25,2,7
S01003778,"1,268",194,672,40,17,98,207,19,21
S01003779,224,129,53,-,7,7,12,12,4
S01003780,379,154,175,1,-,2,42,1,4
S01003781,508,170,242,1,5,-,72,10,8
S01003782,261,88,65,1,3,2,89,1,12
S01003783,505,119,201,19,20,57,69,15,5
S01003784,642,209,337,5,9,22,46,5,9
S01003785,369,190,123,3,5,4,40,3,1
S01003786,387,212,131,2,5,2,24,6,5
S01003787,262,128,104,-,4,2,20,3,1
S01003788,302,171,76,7,1,18,21,1,7
S01003789,193,85,96,-,1,1,7,2,1
S01003790,242,53,85,-,68,15,17,3,1
S01003791,383,70,172,2,32,4,96,5,2
S01003792,962,183,436,23,6,50,237,19,8
S01003793,264,44,77,1,112,5,23,-,2
S01003794,318,175,85,1,12,3,36,4,2
S01003795,276,131,82,1,2,1,51,1,7
S01003796,306,50,66,2,112,44,24,3,5
S01003797,496,109,198,3,82,25,71,7,1
S01003798,346,155,145,1,1,3,28,4,9
S01003799,307,113,161,2,4,2,15,9,1
S01003800,315,79,72,-,71,67,12,4,10
S01003801,371,114,110,3,12,86,28,9,9
S01003802,316,100,139,1,24,21,24,6,1
S01003803,296,156,89,3,6,1,32,2,7
S01003804,299,39,110,23,31,49,39,4,4
S01003805,578,146,144,3,145,5,113,16,6
S01003806,341,106,74,1,50,70,35,3,2
S01003807,360,160,159,-,4,2,27,5,3
S01003808,386,90,101,21,41,104,24,2,3
S01003809,295,65,115,-,81,8,18,3,5
S01003810,368,212,105,1,7,12,24,2,5
S01003811,293,134,125,3,4,3,18,4,2
S01003812,486,145,132,2,137,3,54,3,10
S01003813,359,177,139,-,3,3,27,3,7
S01003814,333,194,98,-,4,2,25,5,5
S01003815,401,128,106,1,32,8,115,8,3
S01003816,440,149,214,4,2,2,62,3,4
S01003817,476,106,106,5,189,32,24,5,9
S01003818,351,88,89,2,134,6,21,6,5
S01003819,921,206,514,23,9,69,87,9,4
S01003820,472,159,158,-,11,5,114,13,12
S01003821,348,75,151,3,61,30,22,5,1
S01003822,244,62,87,-,49,4,28,13,1
S01003823,445,155,123,-,43,37,75,8,4
S01003824,411,73,113,6,22,22,154,11,10
S01003825,278,36,31,3,11,43,33,116,5
S01003826,357,112,79,13,47,73,25,4,4
S01003827,386,137,154,1,27,2,48,9,8
S01003828,453,168,198,2,4,21,54,3,3
S01003829,264,83,76,1,29,51,18,3,3
S01003830,354,66,115,-,140,17,13,1,2
S01003831,300,120,133,1,6,4,27,6,3
S01003832,432,121,124,11,25,26,104,9,12
S01003833,352,53,64,2,53,74,95,9,2
S01003834,306,97,118,1,20,35,28,4,3
S01003835,278,83,116,8,4,1,61,1,4
S01003836,305,46,95,2,26,7,113,7,9
S01003837,417,137,102,1,103,8,55,5,6
S01003838,203,30,108,2,37,12,12,1,1
S01003839,333,67,77,1,135,-,43,4,6
S01003840,306,120,132,3,8,1,30,7,5
S01003841,294,171,64,3,13,15,16,3,9
S01003842,310,107,151,1,18,12,14,2,5
S01003843,381,177,140,1,1,12,35,7,8
S01003844,325,129,160,1,6,1,21,4,3
S01003845,555,111,126,14,139,55,93,13,4
S01003846,378,215,63,-,28,13,35,9,15
S01003847,285,108,92,-,47,2,27,5,4
S01003848,287,130,114,1,7,1,30,2,2
S01003849,531,45,72,20,208,115,58,13,-
S01003850,243,43,138,-,9,2,42,4,5
S01003851,326,169,131,-,6,3,13,-,4
S01003852,280,142,93,-,5,3,27,9,1
S01003853,687,77,124,12,153,53,230,25,13
S01003854,307,99,79,-,69,10,37,5,8
S01003855,451,61,87,8,242,26,18,4,5
S01003856,336,51,129,3,75,4,68,6,-
S01003857,334,114,102,2,26,2,68,9,11
S01003858,222,49,109,-,50,-,8,2,4
S01003859,236,86,130,-,1,3,14,-,2
S01003860,346,26,34,2,237,35,10,2,-
S01003861,398,113,206,1,5,3,64,3,3
S01003862,287,26,40,1,203,11,4,2,-
S01003863,284,152,107,-,7,1,13,3,1
S01003864,415,205,116,2,38,20,22,4,8
S01003865,391,117,168,3,48,10,40,-,5
S01003866,398,181,137,1,8,19,31,10,11
S01003867,593,150,206,4,129,53,37,3,11
S01003868,287,147,94,-,1,-,36,2,7
S01003869,335,181,64,1,20,27,29,5,8
S01003870,429,146,178,10,39,22,23,5,6
S01003871,361,200,88,2,20,5,32,6,8
S01003872,375,183,109,2,4,21,53,-,3
S01003873,458,200,146,-,30,3,57,11,11
S01003874,295,113,98,-,4,3,72,1,4
S01003875,299,160,68,-,4,1,58,2,6
S01003876,269,134,93,-,6,2,21,4,9
S01003877,265,141,72,-,2,-,33,7,10
S01003878,467,125,136,-,133,36,26,4,7
S01003879,319,150,119,1,17,15,11,3,3
S01003880,394,152,125,1,65,13,29,2,7
S01003881,354,136,115,2,32,9,43,7,10
S01003882,269,48,47,-,75,85,9,2,3
S01003883,236,87,76,-,37,11,21,2,2
S01003884,316,86,72,-,134,18,4,1,1
S01003885,276,99,94,-,63,2,14,2,2
S01003886,211,58,73,-,30,33,10,5,2
S01003887,410,71,111,-,169,35,17,5,2
S01003888,633,205,272,5,14,32,88,9,8
S01003889,252,92,98,1,31,6,9,3,12
S01003890,291,151,104,-,6,2,20,2,6
S01003891,314,154,119,1,12,4,15,5,4
S01003892,278,93,82,1,84,1,9,6,2
S01003893,296,160,89,4,3,1,34,2,3
S01003894,450,124,144,11,33,22,95,13,8
S01003895,299,112,138,1,15,13,15,1,4
S01003896,301,173,86,6,5,2,22,3,4
S01003897,336,170,92,2,41,5,10,3,13
S01003898,351,188,88,1,41,2,25,2,4
S01003899,385,170,99,4,59,24,20,2,7
S01003900,396,133,123,12,24,5,80,6,13
S01003901,282,111,88,4,41,3,25,2,8
S01003902,402,138,153,2,61,7,31,4,6
S01003903,329,143,118,1,7,3,47,4,6
S01003904,444,107,128,12,38,47,83,12,17
S01003905,447,218,165,-,11,1,41,1,10
S01003906,340,99,109,2,86,7,20,6,11
S01003907,380,92,72,-,167,6,33,5,5
S01003908,322,88,121,1,79,2,19,5,7
S01003909,272,151,101,-,3,-,10,3,4
S01003910,269,65,76,2,98,9,12,6,1
S01003911,273,124,93,-,10,15,18,6,7
S01003912,393,142,139,11,30,32,29,6,4
S01003913,304,150,86,-,3,2,53,1,9
S01003914,423,225,117,-,28,20,21,2,10
S01003915,338,132,77,2,19,22,50,6,30
S01003916,343,174,122,-,7,1,28,3,8
S01003917,399,151,111,1,77,2,44,5,8
S01003918,394,132,142,1,33,41,37,5,3
S01003919,327,105,87,-,51,29,43,5,7
S01003920,308,91,101,2,69,18,20,4,3
S01003921,487,154,136,7,96,34,35,8,17
S01003922,362,53,84,2,201,4,8,3,7
S01003923,273,45,61,1,92,64,8,2,-
S01003924,260,29,24,2,13,179,9,1,3
S01003925,344,123,112,-,57,26,16,6,4
S01003926,246,32,52,-,144,5,4,3,6
S01003927,296,112,107,-,32,3,26,6,10
S01003928,334,71,92,1,152,1,12,2,3
S01003929,235,86,62,1,71,2,6,2,5
S01003930,388,91,133,9,84,30,32,3,6
S01003931,462,129,128,-,182,2,18,-,3
S01003932,364,184,100,3,28,19,17,6,7
S01003933,309,148,80,1,14,19,24,5,18
S01003934,441,157,142,1,40,8,77,4,12
S01003935,357,103,97,4,53,67,26,3,4
S01003936,417,204,146,2,4,4,33,3,21
S01003937,333,82,50,1,164,2,23,9,2
S01003938,250,92,87,-,10,2,42,4,13
S01003939,287,164,66,-,8,-,29,6,14
S01003940,434,121,119,7,144,23,16,3,1
S01003941,261,120,74,1,13,-,35,8,10
S01003942,332,75,93,-,22,85,36,9,12
S01003943,357,120,85,1,60,47,33,3,8
S01003944,298,90,81,3,70,12,26,6,10
S01003945,286,142,98,-,11,6,20,3,6
S01003946,379,185,97,5,47,11,18,5,11
S01003947,280,127,87,-,13,9,22,4,18
S01003948,325,165,68,3,5,1,51,6,26
S01003949,263,122,72,-,28,3,23,5,10
S01003950,279,83,85,3,37,39,29,2,1
S01003951,306,155,61,-,50,11,20,4,5
S01003952,222,105,60,-,1,1,27,12,16
S01003953,270,148,61,-,19,15,14,5,8
S01003954,305,164,65,-,24,4,35,8,5
S01003955,330,124,76,-,63,13,27,12,15
S01003956,307,87,105,4,28,51,23,4,5
S01003957,316,135,61,2,81,4,23,3,7
S01003958,359,157,81,-,64,10,28,8,11
S01003959,365,179,78,-,36,5,32,5,30
S01003960,385,118,112,1,62,38,35,5,14
S01003961,284,127,55,-,73,5,14,5,5
S01003962,347,131,67,1,97,25,16,3,7
S01003963,216,121,51,-,16,2,8,5,13
S01003964,217,131,45,-,4,-,21,1,15
S01003965,289,147,64,1,26,1,28,6,16
S01003966,471,225,98,1,79,6,34,10,18
S01003967,249,93,60,-,28,35,17,4,12
S01003968,445,214,71,1,83,18,29,6,23
S01003969,376,197,64,1,40,8,37,6,23
S01003970,307,170,65,-,21,8,19,13,11
S01003971,325,131,85,1,74,2,16,4,12
S01003972,336,166,99,1,33,2,19,3,13
S01003973,208,90,30,-,26,16,26,2,18
S01003974,414,197,80,1,43,7,41,12,33
S01003975,341,177,102,1,14,1,29,12,5
S01003976,355,96,73,2,139,15,21,2,7
S01003977,239,33,38,-,119,36,9,2,2
S01003978,270,71,55,-,91,31,14,4,4
S01003979,261,114,75,1,53,1,9,1,7
S01003980,266,126,103,-,15,-,9,4,9
S01003981,266,91,79,-,63,2,23,3,5
S01003982,350,136,125,1,16,33,23,10,6
S01003983,301,147,105,-,32,1,11,2,3
S01003984,293,99,80,1,59,14,30,2,8
S01003985,345,71,97,-,151,3,20,2,1
S01003986,275,82,68,2,88,1,21,-,13
S01003987,255,89,121,1,27,1,8,5,3
S01003988,249,130,43,-,43,3,10,8,12
S01003989,384,167,106,-,62,2,33,4,10
S01003990,238,130,46,-,22,13,9,3,15
S01003991,274,120,88,-,28,2,27,3,6
S01003992,445,202,137,-,58,1,37,7,3
S01003993,293,155,79,-,26,1,22,1,9
S01003994,292,118,88,1,62,-,15,3,5
S01003995,563,226,208,7,30,13,57,8,14
S01003996,275,129,94,2,17,3,21,1,8
S01003997,458,112,103,2,128,83,23,5,2
S01003998,263,84,90,-,57,12,9,5,6
S01003999,377,159,114,-,16,58,25,4,1
S01004000,354,119,94,1,115,5,15,3,2
S01004001,287,78,75,-,109,6,14,-,5
S01004002,530,186,114,5,87,48,67,5,18
S01004003,244,85,62,2,9,68,14,2,2
S01004004,360,110,96,2,52,77,15,3,5
S01004005,283,124,68,-,11,47,20,4,9
S01004006,230,86,68,2,1,58,6,4,5
S01004007,280,79,61,-,63,44,23,5,5
S01004008,282,159,75,-,21,1,16,2,8
S01004009,328,141,118,-,29,7,24,5,4
S01004010,369,204,104,1,24,2,22,5,7
S01004011,525,221,210,-,-,17,62,6,9
S01004012,315,129,131,-,-,5,45,4,1
S01004013,217,104,87,-,-,1,19,4,2
S01004014,293,143,94,-,-,26,19,5,6
S01004015,376,168,158,-,-,6,33,5,6
S01004016,221,78,133,-,-,3,2,-,5
S01004017,507,213,197,-,-,20,59,6,12
S01004018,278,74,193,-,-,7,2,1,1
S01004019,380,90,245,2,-,17,18,6,2
S01004020,374,145,147,1,-,44,27,7,3
S01004021,404,80,284,1,-,24,10,2,3
S01004022,415,144,168,-,-,25,66,8,4
S01004023,231,70,116,-,-,17,25,3,-
S01004024,368,67,198,24,-,47,29,3,-
S01004025,386,81,104,-,-,180,17,3,1
S01004026,260,56,111,1,-,76,16,-,-
S01004027,352,81,101,-,-,145,22,2,1
S01004028,311,63,94,-,-,120,29,3,2
S01004029,398,86,152,2,-,136,19,3,-
S01004030,271,53,74,-,-,125,16,1,2
S01004031,251,64,96,-,-,72,15,1,3
S01004032,170,11,32,-,-,105,15,5,2
S01004033,346,72,95,-,-,163,14,-,2
S01004034,271,72,142,-,-,26,21,6,4
S01004035,334,88,124,-,-,103,13,5,1
S01004036,257,47,96,-,-,94,17,1,2
S01004037,255,74,149,-,-,15,15,1,1
S01004038,281,76,107,-,-,81,13,4,-
S01004039,185,37,34,-,-,105,5,2,2
S01004040,293,91,127,-,-,19,50,1,5
S01004041,322,90,124,-,-,56,49,2,1
S01004042,333,58,60,-,-,92,116,5,2
S01004043,284,66,173,1,-,8,30,3,3
S01004044,392,47,59,-,-,228,46,11,1
S01004045,253,37,71,2,-,134,9,-,-
S01004046,360,61,74,-,-,163,51,9,2
S01004047,298,45,109,-,-,74,63,7,-
S01004048,488,113,165,-,-,118,80,10,2
S01004049,542,123,269,1,-,108,35,6,-
S01004050,205,33,31,1,-,132,4,4,-
S01004051,380,54,64,-,-,253,6,1,2
S01004052,271,12,82,-,-,162,13,2,-
S01004053,453,121,157,1,-,154,11,7,2
S01004054,358,102,173,-,-,66,13,3,1
S01004055,203,51,106,-,-,39,4,1,2
S01004056,306,81,152,-,-,62,9,1,1
S01004057,673,64,235,11,-,283,72,6,2
S01004058,384,58,124,2,-,181,13,2,4
S01004059,268,71,65,5,-,113,9,3,2
S01004060,217,50,54,-,-,96,10,4,3
S01004061,427,41,64,9,-,292,18,2,1
S01004062,336,88,173,-,-,66,7,1,1
S01004063,378,82,73,-,-,191,29,1,2
S01004064,285,117,123,-,-,33,8,3,1
S01004065,541,56,105,-,-,303,68,5,4
S01004066,223,56,88,1,-,57,15,5,1
S01004067,387,113,166,11,-,69,24,2,2
S01004068,408,74,67,1,-,232,27,5,2
S01004069,250,42,74,1,-,75,54,4,-
S01004070,312,29,113,6,-,108,52,1,3
S01004071,455,119,142,1,-,165,23,5,-
S01004072,512,174,158,-,-,96,72,4,8
S01004073,289,58,94,1,-,122,13,-,1
S01004074,373,64,112,-,-,178,15,2,2
S01004075,282,29,37,-,-,182,31,3,-
S01004076,279,73,121,-,-,69,13,2,1
S01004077,324,53,163,12,-,77,12,5,2
S01004078,437,104,112,5,-,140,66,8,2
S01004079,260,50,80,-,-,113,16,1,-
S01004080,458,63,73,-,-,291,26,4,1
S01004081,259,70,169,1,-,6,11,2,-
S01004082,426,189,210,3,-,2,17,3,2
S01004083,449,58,90,3,-,251,38,5,4
S01004084,576,90,122,2,-,279,76,5,2
S01004085,344,27,69,3,-,184,55,6,-
S01004086,507,103,106,-,-,234,56,7,1
S01004087,201,36,68,-,-,79,14,1,3
S01004088,221,42,78,-,-,83,17,1,-
S01004089,330,81,119,11,-,98,18,2,1
S01004090,149,24,38,-,-,76,8,2,1
S01004091,467,114,143,-,-,132,69,6,3
S01004092,393,67,78,1,-,160,83,2,2
S01004093,400,38,44,-,-,247,64,5,2
S01004094,280,19,30,1,-,152,71,3,4
S01004095,257,61,99,-,-,32,55,6,4
S01004096,270,162,101,-,-,-,6,1,-
S01004097,304,47,115,10,-,117,11,3,1
S01004098,259,114,106,-,-,24,12,2,1
S01004099,344,171,144,1,-,3,18,5,2
S01004100,296,76,140,1,-,61,17,1,-
S01004101,403,84,157,15,-,53,86,4,4
S01004102,307,101,149,4,-,9,34,3,7
S01004103,289,133,120,2,-,22,9,3,-
S01004104,290,154,111,-,-,6,12,1,6
S01004105,330,111,155,1,-,47,16,-,-
S01004106,408,130,160,4,-,15,81,12,6
S01004107,289,148,120,-,-,10,9,2,-
S01004108,317,134,126,2,-,21,23,5,6
S01004109,250,133,95,1,-,2,18,-,1
S01004110,407,155,130,1,-,33,71,15,2
S01004111,384,165,157,1,-,5,46,8,2
S01004112,306,139,111,-,-,40,12,1,3
S01004113,339,144,137,-,-,36,15,6,1
S01004114,407,101,112,9,-,90,82,10,3
S01004115,312,143,103,-,-,30,26,7,3
S01004116,285,122,100,-,-,35,20,3,5
S01004117,390,135,161,1,-,13,73,5,2
S01004118,613,134,135,1,-,178,156,7,2
S01004119,300,114,107,1,-,13,60,4,1
S01004120,345,207,106,-,-,10,17,3,2
S01004121,203,60,44,-,18,3,57,8,13
S01004122,357,101,167,-,10,2,64,5,8
S01004123,365,79,175,1,64,14,18,4,10
S01004124,424,160,198,-,11,1,43,8,3
S01004125,323,159,88,-,21,32,15,4,4
S01004126,404,97,111,12,35,103,36,6,4
S01004127,323,152,158,1,1,3,4,2,2
S01004128,268,143,118,-,-,1,4,-,2
S01004129,323,112,140,-,51,2,12,5,1
S01004130,199,70,91,1,22,5,8,2,-
S01004131,369,64,84,1,184,2,25,6,3
S01004132,242,58,75,-,81,7,17,2,2
S01004133,344,68,127,-,126,2,15,3,3
S01004134,268,141,120,-,1,-,2,2,2
S01004135,295,54,73,-,128,10,26,2,2
S01004136,244,51,94,-,54,31,11,2,1
S01004137,245,88,50,1,5,23,62,2,14
S01004138,307,49,100,-,126,8,21,1,2
S01004139,225,70,102,-,6,36,8,3,-
S01004140,222,57,84,1,68,1,9,2,-
S01004141,288,61,110,1,107,-,8,-,1
S01004142,199,35,118,-,23,11,9,3,-
S01004143,380,141,128,2,38,50,16,3,2
S01004144,553,141,216,3,77,74,34,3,5
S01004145,258,77,121,-,5,39,14,-,2
S01004146,333,66,186,-,39,9,25,4,4
S01004147,310,77,103,-,93,24,8,-,5
S01004148,344,155,172,1,6,1,6,2,1
S01004149,292,47,62,-,108,67,7,-,1
S01004150,206,89,93,1,9,2,6,4,2
S01004151,345,88,96,-,11,33,17,95,5
S01004152,285,71,82,-,14,101,16,-,1
S01004153,392,54,148,1,70,72,44,2,1
S01004154,282,123,92,-,42,-,10,4,11
S01004155,337,44,59,2,120,98,8,2,4
S01004156,409,61,129,2,169,4,35,4,5
S01004157,231,116,96,-,9,1,6,3,-
S01004158,290,84,100,-,11,55,30,5,5
S01004159,144,32,44,-,33,24,8,-,3
S01004160,285,71,118,1,5,59,24,4,3
S01004161,246,59,91,1,24,4,40,12,15
S01004162,739,119,527,3,31,3,43,7,6
S01004163,252,24,93,-,11,110,12,1,1
S01004164,366,87,113,1,115,17,26,4,3
S01004165,369,107,198,1,14,31,11,6,1
S01004166,297,74,116,1,40,19,30,9,8
S01004167,331,59,106,1,22,114,24,2,3
S01004168,264,56,94,1,57,41,10,4,1
S01004169,295,44,83,7,147,3,7,2,2
S01004170,320,69,75,1,137,20,8,6,4
S01004171,275,69,128,2,13,44,14,1,4
S01004172,347,85,87,1,147,10,10,3,4
S01004173,249,62,79,1,83,4,12,5,3
S01004174,312,72,140,2,59,16,15,4,4
S01004175,235,27,64,-,129,8,7,-,-
S01004176,252,70,138,-,9,25,7,-,3
S01004177,198,32,50,-,90,15,7,3,1
S01004178,246,66,78,-,67,19,12,2,2
S01004179,205,92,75,-,5,22,5,4,2
S01004180,308,81,211,1,5,1,7,1,1
S01004181,319,92,123,-,57,16,26,2,3
S01004182,418,45,93,1,66,193,13,6,1
S01004183,401,132,195,1,20,18,32,2,1
S01004184,353,91,107,-,89,25,29,5,7
S01004185,276,27,77,1,121,34,14,-,2
S01004186,354,62,104,-,115,26,36,3,8
S01004187,298,66,91,2,127,4,5,1,2
S01004188,302,48,80,1,20,134,10,5,4
S01004189,295,57,226,-,4,-,4,3,1
S01004190,321,67,117,1,61,52,15,6,2
S01004191,348,85,112,-,110,3,29,5,4
S01004192,428,85,152,-,99,67,18,3,4
S01004193,309,81,117,4,49,30,22,1,5
S01004194,330,86,91,-,82,38,26,4,3
S01004195,244,65,93,1,57,3,17,5,3
S01004196,276,51,69,-,134,-,17,2,3
S01004197,309,71,87,1,118,7,17,3,5
S01004198,211,75,71,-,22,3,31,5,4
S01004199,388,133,130,1,76,3,33,6,6
S01004200,290,136,135,-,4,3,9,1,2
S01004201,316,141,108,-,29,2,26,3,7
S01004202,216,91,84,2,30,1,5,2,1
S01004203,428,139,157,1,87,2,29,3,10
S01004204,300,162,96,-,31,2,4,-,5
S01004205,292,83,87,-,46,61,8,7,-
S01004206,236,110,112,-,7,1,4,1,1
S01004207,292,58,109,4,24,82,10,3,2
S01004208,349,108,168,3,17,21,26,6,-
S01004209,235,87,125,-,5,1,12,2,3
S01004210,264,120,93,-,7,30,13,1,-
S01004211,390,148,202,-,5,4,23,6,2
S01004212,663,175,319,2,45,34,74,4,10
S01004213,314,251,37,10,3,-,7,3,3
S01004214,290,174,97,-,3,4,11,1,-
S01004215,216,100,101,-,1,1,11,-,2
S01004216,344,111,136,-,56,26,12,2,1
S01004217,220,47,64,1,84,3,17,2,2
S01004218,375,103,118,-,134,1,14,1,4
S01004219,222,28,78,1,104,3,6,2,-
S01004220,412,168,129,-,24,48,37,3,3
S01004221,332,90,109,-,85,34,10,1,3
S01004222,335,75,71,5,44,58,75,3,4
S01004223,313,32,47,1,215,2,13,1,2
S01004224,280,51,77,2,127,3,12,3,5
S01004225,435,53,80,-,188,56,47,4,7
S01004226,337,76,97,1,120,5,33,-,5
S01004227,422,84,193,3,95,4,28,7,8
S01004228,345,119,127,1,12,44,32,5,5
S01004229,273,70,104,1,79,2,13,1,3
S01004230,280,73,99,1,52,38,9,4,4
S01004231,314,75,103,-,98,18,15,2,3
S01004232,249,56,145,-,36,1,10,-,1
S01004233,369,128,75,-,31,27,66,16,26
S01004234,396,187,109,1,17,8,36,10,28
S01004235,362,148,98,-,16,3,45,7,45
S01004236,440,161,128,1,74,35,25,4,12
S01004237,322,119,107,-,61,1,19,6,9
S01004238,228,78,56,-,19,-,52,6,17
S01004239,366,175,80,1,36,19,38,6,11
S01004240,323,123,111,1,17,1,34,10,26
S01004241,244,88,80,-,47,2,14,4,9
S01004242,355,107,87,-,6,3,117,16,19
S01004243,271,150,78,-,12,1,19,3,8
S01004244,295,90,84,3,89,2,22,2,3
S01004245,428,169,116,1,65,16,32,5,24
S01004246,248,118,69,1,15,1,29,4,11
S01004247,404,106,96,-,146,9,36,6,5
S01004248,472,157,99,-,158,33,9,2,14
S01004249,423,164,119,-,43,33,56,5,3
S01004250,480,211,132,-,80,5,31,6,15
S01004251,402,189,97,7,39,36,15,6,13
S01004252,251,133,82,-,5,-,24,2,5
S01004253,238,121,67,-,22,1,13,7,7
S01004254,279,146,84,-,7,1,36,3,2
S01004255,"1,072",198,490,13,52,166,135,11,7
S01004256,533,120,246,-,18,62,71,11,5
S01004257,260,108,94,-,4,-,40,2,12
S01004258,304,145,96,1,2,2,33,17,8
S01004259,282,86,109,1,2,57,20,6,1
S01004260,229,125,71,-,14,2,14,3,-
S01004261,352,75,108,-,139,1,21,5,3
S01004262,329,124,88,-,22,2,76,5,12
S01004263,356,71,88,2,95,71,20,4,5
S01004264,366,113,88,-,94,33,28,4,6
S01004265,393,127,110,-,61,21,57,13,4
S01004266,300,94,60,-,107,7,20,5,7
S01004267,233,160,54,-,1,2,12,1,3
S01004268,269,71,88,-,53,14,32,9,2
S01004269,397,161,125,-,29,38,30,10,4
S01004270,348,92,72,1,79,42,56,3,3
S01004271,348,107,81,-,94,18,34,7,7
S01004272,249,100,123,1,1,2,16,2,4
S01004273,284,149,106,-,7,6,9,5,2
S01004274,400,164,111,-,12,11,77,6,19
S01004275,262,87,95,3,59,2,12,2,2
S01004276,455,166,99,4,35,51,88,6,6
S01004277,296,125,128,1,16,14,11,1,-
S01004278,556,212,194,-,87,6,51,1,5
S01004279,358,61,88,-,181,5,20,2,1
S01004280,446,180,139,-,88,5,15,8,11
S01004281,289,102,84,-,52,1,40,4,6
S01004282,407,88,117,1,156,16,20,7,2
S01004283,314,74,110,-,60,47,18,2,3
S01004284,411,94,124,1,158,8,21,3,2
S01004285,175,13,106,1,5,20,6,23,1
S01004286,218,33,54,-,16,7,35,69,4
S01004287,273,141,71,-,25,2,19,11,4
S01004288,269,104,100,-,15,16,15,15,4
S01004289,216,38,93,1,58,11,10,2,3
S01004290,407,162,153,-,18,45,19,2,8
S01004291,389,147,157,1,25,16,33,4,6
S01004292,352,33,62,-,14,119,25,99,-
S01004293,422,188,139,-,37,1,41,8,8
S01004294,359,157,102,6,7,4,66,8,9
S01004295,360,115,109,2,56,11,58,3,6
S01004296,399,164,127,2,4,34,48,10,10
S01004297,339,111,77,-,53,44,48,4,2
S01004298,514,217,183,1,8,4,67,11,23
S01004299,313,46,66,-,65,37,93,4,2
S01004300,312,60,60,-,90,22,69,6,5
S01004301,330,156,113,-,9,13,26,7,6
S01004302,293,192,87,1,2,1,7,-,3
S01004303,247,51,63,-,112,8,8,4,1
S01004304,409,86,92,1,162,6,54,6,2
S01004305,302,93,108,2,49,2,42,3,3
S01004306,296,84,87,1,84,4,29,6,1
S01004307,265,80,52,-,3,6,35,71,18
S01004308,411,138,141,1,100,6,18,4,3
S01004309,327,116,109,-,7,7,15,71,2
S01004310,341,94,111,3,80,3,25,21,4
S01004311,497,87,164,4,51,127,50,5,9
S01004312,341,162,64,1,13,19,52,22,8
S01004313,507,162,195,5,13,4,102,8,18
S01004314,347,128,128,1,63,1,15,3,8
S01004315,184,36,42,-,59,5,4,38,-
S01004316,153,1,11,-,3,14,14,109,1
S01004317,466,221,158,-,27,25,27,4,4
S01004318,269,55,59,-,106,36,8,-,5
S01004319,383,186,124,-,24,11,28,1,9
S01004320,352,131,107,-,87,14,7,2,4
S01004321,337,63,47,1,217,3,5,1,-
S01004322,461,189,136,-,45,45,22,6,18
S01004323,315,96,77,-,93,31,12,5,1
S01004324,355,104,87,-,138,3,11,3,9
S01004325,488,200,190,1,16,8,60,4,9
S01004326,357,181,112,1,22,15,16,8,2
S01004327,286,136,109,-,12,2,20,3,4
S01004328,280,111,109,1,40,1,13,2,3
S01004329,231,111,52,1,44,1,19,1,2
S01004330,573,231,183,2,38,57,51,6,5
S01004331,284,128,79,-,32,18,19,3,5
S01004332,274,111,96,1,40,1,11,3,11
S01004333,251,102,66,1,36,24,9,3,10
S01004334,363,122,141,1,5,1,46,10,37
S01004335,238,84,81,-,53,1,11,2,6
S01004336,450,174,166,1,50,-,42,5,12
S01004337,337,112,103,-,66,23,26,2,5
S01004338,303,104,122,-,30,11,25,7,4
S01004339,398,183,165,1,5,5,33,3,3
S01004340,232,33,85,1,67,22,18,5,1
S01004341,230,38,70,-,80,30,9,3,-
S01004342,281,56,96,-,4,5,41,77,2
S01004343,254,34,64,-,51,53,8,42,2
S01004344,401,142,108,3,40,22,68,12,6
