,All people aged 16 and over in households,Living in a couple: Married or in a registered same-sex civil partnership,Living in a couple: Cohabiting,Not living in a couple: Single (never married or never registered a same-sex civil partnership),Not living in a couple: Married or in a registered same-sex civil partnership,Not living in a couple: Separated (but still legally married or still legally in a same-sex civil partnership),Not living in a couple: Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Not living in a couple: Widowed or surviving partner from a same-sex civil partnership
S01001897,708,154,103,315,7,30,67,32
S01001898,534,146,62,169,7,14,85,51
S01001899,639,320,84,147,8,13,31,36
S01001900,628,308,68,149,2,15,31,55
S01001901,700,392,50,149,3,7,27,72
S01001902,744,388,88,200,3,6,30,29
S01001903,469,164,48,169,6,9,34,39
S01001904,531,186,82,144,5,14,48,52
S01001905,733,360,76,218,4,13,24,38
S01001906,526,172,70,189,8,19,37,31
S01001907,665,252,48,224,4,14,50,73
S01001908,643,380,42,139,12,5,21,44
S01001909,552,132,78,234,9,20,57,22
S01001910,596,230,82,200,7,16,28,33
S01001911,563,330,50,132,2,6,23,20
S01001912,610,246,88,169,12,18,42,35
S01001913,798,418,88,208,5,13,33,33
S01001914,457,288,22,92,-,6,22,27
S01001915,753,432,64,171,8,11,26,41
S01001916,789,208,124,336,6,7,39,69
S01001917,517,346,24,96,10,4,17,20
S01001918,827,152,144,416,9,19,56,31
S01001919,695,298,68,212,5,18,44,50
S01001920,612,198,66,223,10,14,32,69
S01001921,515,206,68,131,6,15,42,47
S01001922,657,392,48,133,8,13,28,35
S01001923,480,210,50,149,12,12,25,22
S01001924,621,290,54,180,6,7,27,57
S01001925,618,406,30,107,9,10,17,39
S01001926,466,204,46,156,5,9,21,25
S01001927,724,382,70,139,6,18,42,67
S01001928,658,166,140,268,2,14,37,31
S01001929,862,422,102,191,11,19,46,71
S01001930,712,140,128,363,3,13,48,17
S01001931,586,202,73,199,9,24,42,37
S01001932,777,358,64,219,9,22,57,48
S01001933,678,390,56,141,11,10,25,45
S01001934,1353,406,226,487,17,36,93,88
S01001935,670,138,70,294,5,30,97,36
S01001936,959,426,98,241,5,19,62,108
S01001937,777,330,50,213,12,10,56,106
S01001938,502,172,76,196,4,14,22,18
S01001939,503,108,90,258,3,9,11,24
S01001940,660,300,68,216,14,6,28,28
S01001941,808,416,70,210,7,16,30,59
S01001942,492,138,74,185,6,7,50,32
S01001943,541,202,78,173,9,15,36,28
S01001944,573,316,32,109,7,15,33,61
S01001945,592,292,48,164,5,7,28,48
S01001946,626,166,78,259,9,33,52,29
S01001947,761,368,48,192,17,15,42,79
S01001948,604,148,72,272,9,29,52,22
S01001949,550,180,70,176,16,21,45,42
S01001950,795,214,126,312,7,15,66,55
S01001951,756,246,72,251,9,22,87,69
S01001952,603,320,46,181,12,8,19,17
S01001953,749,290,54,320,8,11,32,34
S01001954,382,196,26,100,8,8,25,19
S01001955,940,252,154,337,6,32,81,78
S01001956,546,206,70,181,3,22,33,31
S01001957,389,104,50,136,9,19,30,41
S01001958,746,196,90,308,15,18,66,53
S01001959,483,238,34,124,3,9,32,43
S01001960,786,312,68,331,5,10,25,35
S01001961,945,352,174,325,12,9,46,27
S01001962,738,306,96,215,9,20,41,51
S01001963,826,184,154,368,16,11,52,41
S01001964,643,246,104,191,13,21,51,17
S01001965,653,198,106,215,6,12,38,78
S01001966,1242,358,206,481,25,45,83,44
S01001967,529,124,126,200,3,22,40,14
S01001968,694,260,104,197,11,15,40,67
S01001969,544,234,36,183,2,20,34,35
S01001970,511,316,26,82,5,14,19,49
S01001971,666,176,88,230,11,24,68,69
S01001972,599,230,128,170,5,6,34,26
S01001973,585,256,58,169,4,18,37,43
S01001974,720,280,68,297,5,5,37,28
S01001975,734,288,34,263,7,6,35,101
S01001976,722,180,76,396,10,15,28,17
S01001977,669,200,78,208,5,24,75,79
S01001978,1024,304,130,368,15,53,93,61
S01001979,577,226,70,210,9,9,20,33
S01001980,751,188,220,276,7,9,35,16
S01001981,760,218,106,365,8,9,29,25
S01001982,304,72,58,120,4,10,27,13
S01001983,629,142,92,333,11,13,22,16
S01001984,814,138,220,365,3,26,47,15
S01001985,609,266,72,178,5,17,32,39
S01001986,604,98,128,323,5,11,36,3
S01001987,754,120,60,528,6,7,23,10
S01001988,622,284,96,141,4,14,49,34
S01001989,740,418,70,154,4,6,23,65
S01001990,773,246,40,413,9,8,23,34
S01001991,620,252,76,189,4,20,56,23
S01001992,617,318,60,173,7,8,18,33
S01001993,612,252,53,243,7,6,19,32
S01001994,659,216,140,236,2,9,35,21
S01001995,557,206,90,188,8,17,33,15
S01001996,784,110,88,541,4,11,22,8
S01001997,693,196,84,284,11,18,44,56
S01001998,573,220,76,195,11,15,43,13
S01001999,681,70,44,535,4,5,14,9
S01002000,637,278,56,172,5,22,47,57
S01002001,754,138,150,385,10,10,55,6
S01002002,676,96,44,511,5,2,12,6
S01002003,696,322,92,182,5,22,28,45
S01002004,739,202,114,328,11,14,43,27
S01002005,680,200,80,216,5,24,71,84
S01002006,678,360,76,151,9,24,39,19
S01002007,929,138,190,481,28,21,60,11
S01002008,830,216,104,444,6,8,31,21
S01002009,747,180,88,414,8,10,20,27
S01002010,493,76,40,346,3,7,15,6
S01002011,863,450,90,210,13,23,47,30
S01002012,730,184,114,375,4,8,22,23
S01002013,693,208,68,337,5,13,21,41
S01002014,759,132,82,498,8,4,17,18
S01002015,710,446,42,140,2,8,13,59
S01002016,548,120,108,289,1,3,19,8
S01002017,824,260,72,260,18,40,98,76
S01002018,661,418,50,101,2,10,23,57
S01002019,766,106,70,551,12,2,16,9
S01002020,273,22,38,195,1,5,8,4
S01002021,853,296,120,236,5,18,91,87
S01002022,780,402,92,163,5,22,47,49
S01002023,699,138,120,399,10,12,14,6
S01002024,599,190,108,247,6,10,23,15
S01002025,810,134,224,371,7,12,50,12
S01002026,563,346,34,93,4,10,18,58
S01002027,1074,84,112,823,11,10,23,11
S01002028,692,122,54,458,9,8,23,18
S01002029,710,114,44,523,1,8,8,12
S01002030,703,102,158,380,4,9,35,15
S01002031,598,144,112,251,7,14,46,24
S01002032,704,146,89,372,3,20,36,38
S01002033,724,114,124,404,7,11,47,17
S01002034,725,90,90,489,7,8,23,18
S01002035,611,318,63,147,6,7,34,36
S01002036,850,136,202,429,13,16,41,13
S01002037,643,92,80,425,1,10,21,14
S01002038,468,90,66,277,8,1,16,10
S01002039,558,296,50,124,9,8,27,44
S01002040,572,94,134,285,5,6,31,17
S01002041,773,202,130,379,9,14,20,19
S01002042,833,368,76,178,5,17,59,130
S01002043,618,260,88,144,10,14,42,60
S01002044,470,110,70,167,6,37,49,31
S01002045,811,314,132,196,14,26,51,78
S01002046,548,54,122,297,9,20,39,7
S01002047,719,180,82,355,8,17,35,42
S01002048,722,76,38,577,4,6,12,9
S01002049,1069,130,154,707,15,17,34,12
S01002050,602,356,32,134,5,5,19,51
S01002051,648,248,68,180,4,21,46,81
S01002052,818,122,180,437,16,24,27,12
S01002053,717,84,98,489,15,8,11,12
S01002054,515,86,64,299,14,7,30,15
S01002055,730,416,60,159,5,18,30,42
S01002056,778,352,78,182,8,20,64,74
S01002057,772,414,82,154,12,14,30,66
S01002058,739,96,158,410,6,15,38,16
S01002059,640,98,86,369,16,15,40,16
S01002060,738,32,60,592,12,6,28,8
S01002061,671,102,118,380,9,15,39,8
S01002062,471,172,44,147,5,18,35,50
S01002063,869,126,165,481,11,15,49,22
S01002064,1025,156,192,589,19,14,42,13
S01002065,663,115,80,408,8,11,24,17
S01002066,990,172,104,625,16,7,44,22
S01002067,728,346,84,175,-,14,33,76
S01002068,887,144,179,457,21,21,48,17
S01002069,502,222,60,122,7,13,37,41
S01002070,619,96,74,380,7,7,40,15
S01002071,654,86,72,434,3,8,27,24
S01002072,941,466,86,215,8,22,32,112
S01002073,606,100,90,334,12,11,48,11
S01002074,577,344,34,121,2,8,10,58
S01002075,846,200,160,330,17,20,56,63
S01002076,800,88,103,518,6,11,43,31
S01002077,670,420,44,125,4,10,12,55
S01002078,880,446,96,193,3,21,58,63
S01002079,783,112,166,393,10,14,59,29
S01002080,806,512,44,164,6,8,14,58
S01002081,596,104,136,288,9,10,36,13
S01002082,774,240,122,255,19,17,66,55
S01002083,468,154,56,127,7,11,39,74
S01002084,754,134,120,409,30,13,35,13
S01002085,494,30,62,362,11,9,19,1
S01002086,566,72,66,381,7,10,23,7
S01002087,1003,98,104,681,10,12,59,39
S01002088,746,422,56,142,10,13,45,58
S01002089,838,484,86,162,4,17,27,58
S01002090,902,502,78,162,10,16,34,100
S01002091,784,80,118,516,8,16,39,7
S01002092,735,440,66,134,3,12,32,48
S01002093,712,86,106,422,13,15,46,24
S01002094,603,240,66,165,6,19,43,64
S01002095,457,246,44,88,6,9,21,43
S01002096,1109,710,80,217,7,16,31,48
S01002097,620,422,22,109,3,5,7,52
S01002098,630,310,40,148,3,11,45,73
S01002099,765,228,110,353,15,10,28,21
S01002100,467,232,54,97,3,7,35,39
S01002101,889,186,68,457,5,38,98,37
S01002102,512,128,78,193,5,21,46,41
S01002103,530,298,54,109,1,11,26,31
S01002104,863,126,86,485,10,31,83,42
S01002105,681,428,62,122,6,13,18,32
S01002106,758,52,122,522,10,9,30,13
S01002107,420,222,32,100,1,11,23,31
S01002108,691,66,80,493,7,8,32,5
S01002109,877,116,124,577,9,12,29,10
S01002110,585,286,98,132,6,7,27,29
S01002111,848,554,44,149,6,12,19,64
S01002112,879,452,108,177,7,24,53,58
S01002113,628,420,24,97,5,5,11,66
S01002114,568,374,52,94,6,2,17,23
S01002115,940,288,146,407,7,13,45,34
S01002116,665,292,90,169,10,20,36,48
S01002117,664,100,104,365,8,14,51,22
S01002118,845,66,80,558,13,22,73,33
S01002119,483,144,64,159,6,13,43,54
S01002120,601,304,70,157,4,12,31,23
S01002121,552,254,62,134,6,15,36,45
S01002122,694,468,18,121,8,9,14,56
S01002123,824,542,36,155,8,9,21,53
S01002124,820,466,70,200,3,7,32,42
S01002125,842,372,120,214,7,21,49,59
S01002126,496,300,26,95,5,8,23,39
S01002127,558,264,60,147,3,20,34,30
S01002128,683,160,124,336,12,12,28,11
S01002129,727,136,92,371,15,17,60,36
S01002130,465,270,36,88,5,5,17,44
S01002131,703,62,111,457,12,11,38,12
S01002132,685,274,76,204,8,17,52,54
S01002133,937,316,174,279,24,12,89,43
S01002134,483,312,30,73,1,3,18,46
S01002135,688,480,32,116,3,5,19,33
S01002136,674,266,122,192,9,18,44,23
S01002137,719,368,58,180,7,17,44,45
S01002138,605,204,60,172,4,18,75,72
S01002139,550,286,78,121,1,10,21,33
S01002140,663,182,84,243,12,15,61,66
S01002141,572,220,112,147,11,21,32,29
S01002142,897,538,70,154,6,19,38,72
S01002143,649,302,60,159,8,8,28,84
S01002144,590,378,24,84,12,7,23,62
S01002145,876,384,94,287,22,8,52,29
S01002146,898,238,210,347,3,20,53,27
S01002147,752,320,60,197,7,28,58,82
S01002148,680,462,24,112,2,2,22,56
S01002149,868,244,152,303,14,24,61,70
S01002150,578,210,120,175,2,20,25,26
S01002151,1343,274,332,602,28,13,65,29
S01002152,698,282,54,212,18,23,57,52
S01002153,421,222,42,84,2,6,18,47
S01002154,708,228,100,210,5,22,63,80
S01002155,797,196,109,308,11,28,87,58
S01002156,663,180,100,307,12,10,40,14
S01002157,635,320,76,162,15,5,28,29
S01002158,697,318,104,172,13,14,43,33
S01002159,636,198,114,217,17,6,41,43
S01002160,798,152,120,376,6,16,73,55
S01002161,650,110,100,373,16,10,32,9
S01002162,809,380,88,211,14,28,50,38
S01002163,989,178,240,447,2,18,71,33
S01002164,637,258,82,173,1,15,44,64
S01002165,727,322,90,206,5,16,58,30
S01002166,739,238,92,321,16,6,45,21
S01002167,504,220,32,133,7,8,53,51
S01002168,951,224,148,409,22,16,76,56
S01002169,744,214,100,301,4,20,56,49
S01002170,706,268,60,188,7,19,55,109
S01002171,520,260,54,120,-,6,28,52
S01002172,610,376,26,116,7,3,19,63
S01002173,837,342,94,203,15,25,70,88
S01002174,806,194,180,329,8,15,45,35
S01002175,910,194,208,387,12,21,60,28
S01002176,657,364,44,118,5,18,47,61
S01002177,711,220,136,270,10,11,36,28
S01002178,828,188,196,335,11,23,43,32
S01002179,567,368,38,87,5,3,13,53
S01002180,525,110,92,272,13,6,19,13
S01002181,716,254,120,213,4,21,60,44
S01002182,704,198,110,330,11,9,33,13
S01002183,805,158,200,334,7,19,47,40
S01002184,628,404,36,101,6,3,30,48
S01002185,815,184,118,359,11,23,68,52
S01002186,654,138,132,323,10,12,21,18
S01002187,844,214,126,400,18,17,41,28
S01002188,639,322,46,159,8,10,44,50
S01002189,614,146,142,235,8,11,40,32
S01002190,780,172,122,420,13,7,32,14
S01002191,664,140,88,249,9,30,85,63
S01002192,734,332,54,196,5,20,35,92
S01002193,713,490,32,118,2,7,21,43
S01002194,662,290,84,171,6,6,39,66
S01002195,1031,222,230,370,21,21,79,88
S01002196,527,270,38,137,2,8,29,43
S01002197,598,134,122,280,3,15,33,11
S01002198,742,158,136,327,15,26,45,35
S01002199,727,170,122,366,9,10,37,13
S01002200,819,528,60,112,13,16,22,68
S01002201,981,244,188,423,15,17,64,30
S01002202,793,166,106,449,14,9,30,19
S01002203,436,68,82,245,3,7,16,15
S01002204,624,152,104,225,6,33,64,40
S01002205,641,216,126,217,6,10,36,30
S01002206,919,200,216,435,16,12,28,12
S01002207,661,374,56,139,5,10,33,44
S01002208,607,140,126,281,11,10,33,6
S01002209,870,178,208,393,22,9,48,12
S01002210,499,154,80,175,9,11,52,18
S01002211,539,122,70,198,6,20,72,51
S01002212,1001,226,172,370,1,26,121,85
S01002213,635,340,84,144,2,9,38,18
S01002214,693,184,144,262,7,15,56,25
S01002215,837,476,78,142,8,10,50,73
S01002216,1535,304,344,707,20,41,90,29
S01002217,1080,190,218,542,20,20,62,28
S01002218,507,128,112,217,7,10,25,8
S01002219,551,326,40,93,5,14,28,45
S01002220,630,434,48,90,3,5,9,41
S01002221,892,172,196,413,5,12,64,30
S01002222,689,480,38,109,1,4,15,42
S01002223,598,374,42,106,3,3,30,40
S01002224,769,484,30,136,15,11,28,65
S01002225,802,170,172,380,17,15,31,17
S01002226,933,316,178,342,17,13,33,34
S01002227,694,190,102,234,9,26,70,63
S01002228,841,494,54,173,13,16,27,64
S01002229,597,378,24,82,6,7,19,81
S01002230,915,324,180,316,13,13,38,31
S01002231,627,200,110,206,8,9,38,56
S01002232,685,304,78,162,6,22,44,69
S01002233,862,164,128,422,13,29,76,30
S01002234,720,154,130,299,10,23,68,36
S01002235,933,258,206,363,11,15,47,33
S01002236,789,294,96,247,11,23,46,72
S01002237,1078,480,146,304,14,26,54,54
S01002238,464,128,50,165,5,16,48,52
S01002239,755,198,74,311,6,38,98,30
S01002240,814,198,118,346,15,31,69,37
S01002241,829,286,92,287,10,24,61,69
S01002242,625,360,62,111,7,8,31,46
S01002243,731,210,140,310,3,14,32,22
S01002244,825,198,182,348,12,13,43,29
S01002245,1908,464,474,811,28,26,65,40
S01002246,888,176,180,384,9,21,61,57
S01002247,669,186,71,232,9,20,62,89
S01002248,926,444,116,237,8,12,44,65
S01002249,879,216,140,338,3,20,83,79
S01002250,766,346,148,176,4,16,39,37
S01002251,645,426,56,101,4,4,17,37
S01002252,597,306,52,132,12,15,38,42
S01002253,811,358,66,196,6,21,73,91
S01002254,806,152,172,367,10,22,59,24
S01002255,1545,372,305,640,29,43,102,54
S01002256,1001,370,174,273,23,36,62,63
S01002257,586,294,80,143,3,9,27,30
S01002258,740,166,124,296,10,17,70,57
S01002259,462,190,48,132,4,18,40,30
S01002260,679,436,58,88,2,19,28,48
S01002261,819,452,78,192,5,13,20,59
S01002262,666,382,50,139,3,10,30,52
S01002263,688,460,24,104,7,13,28,52
S01002264,686,284,114,189,9,16,47,27
S01002265,1288,394,202,464,11,49,93,75
S01002266,659,130,122,288,13,23,60,23
S01002267,810,224,78,348,27,25,72,36
S01002268,583,364,48,111,1,4,12,43
S01002269,861,330,136,222,7,21,43,102
S01002270,1526,328,260,726,31,43,97,41
S01002271,695,340,66,177,4,10,41,57
S01002272,641,212,144,203,12,16,34,20
S01002273,677,182,151,244,11,12,53,24
S01002274,1131,264,234,447,9,36,98,43
S01002275,1099,370,160,379,11,42,89,48
S01002276,662,464,32,87,5,7,18,49
S01002277,717,248,88,223,16,33,80,29
S01002278,831,208,102,341,9,44,90,37
S01002279,1053,252,152,427,16,56,109,41
S01002280,640,350,90,119,6,7,25,43
S01002281,472,134,50,177,1,32,47,31
S01002282,211,52,26,78,2,5,31,17
S01002283,564,308,50,128,7,8,21,42
S01002284,1618,584,301,553,20,34,79,47
S01002285,850,168,148,364,13,33,78,46
S01002286,595,218,126,175,3,15,35,23
S01002287,559,272,58,134,2,11,27,55
S01002288,1134,260,315,441,11,24,69,14
S01002289,1084,288,197,384,17,30,92,76
S01002290,841,156,162,388,9,23,71,32
S01002291,631,90,74,319,7,38,82,21
S01002292,956,208,182,403,14,31,76,42
S01002293,639,292,62,193,7,19,36,30
S01002294,509,292,48,106,4,6,16,37
S01002295,581,296,60,124,5,23,43,30
S01002297,739,342,64,204,5,15,46,63
S01002298,550,280,64,154,5,8,23,16
S01002299,659,380,42,149,10,6,21,51
S01002300,658,372,46,129,8,11,20,72
S01002301,1634,566,374,485,34,46,91,38
S01002302,704,230,86,250,8,31,57,42
S01002303,648,216,94,199,6,13,52,68
S01002304,1546,384,352,623,20,38,101,28
S01002305,691,134,106,322,7,23,74,25
S01002306,406,142,80,130,1,8,27,18
S01002307,999,186,248,420,17,34,82,12
S01002308,833,366,114,218,7,23,59,46
S01002309,611,172,80,192,6,19,69,73
S01002310,926,190,124,376,17,35,130,54
S01002311,659,442,40,87,1,13,25,51
S01002312,553,116,62,240,3,30,75,27
S01002313,577,330,54,122,4,7,32,28
S01002314,749,330,120,183,9,12,52,43
S01002315,463,230,42,127,6,5,16,37
S01002316,536,346,42,88,7,6,17,30
S01002317,3182,888,714,1193,38,112,172,65
S01002318,786,182,146,328,12,26,60,32
S01002319,897,264,110,270,7,29,112,105
S01002320,503,262,68,103,2,12,32,24
S01002321,827,198,100,334,12,43,104,36
S01002322,575,204,88,202,2,10,41,28
S01002323,651,272,82,169,4,15,52,57
S01002324,589,180,78,200,6,24,66,35
S01002325,1476,482,332,449,22,37,89,65
S01002326,902,248,182,310,4,25,80,53
S01002327,637,386,34,107,10,12,38,50
S01002328,590,306,68,132,3,11,37,33
S01002329,534,294,58,111,1,11,30,29
S01002330,602,308,60,145,-,16,25,48
S01002331,552,252,54,152,5,12,35,42
S01002332,691,420,62,157,1,11,22,18
S01002333,609,384,58,116,1,8,22,20
S01002334,750,460,80,124,5,21,28,32
S01002335,780,428,88,136,2,23,36,67
S01002336,820,484,66,181,5,21,41,22
S01002337,739,456,52,147,5,8,41,30
S01002338,381,100,56,109,5,10,54,47
S01002339,485,188,50,143,5,17,29,53
S01002340,505,232,42,132,4,18,18,59
S01002341,434,220,30,107,4,6,12,55
S01002342,483,226,46,139,2,15,17,38
S01002343,599,286,36,195,6,15,27,34
S01002344,419,218,24,119,1,6,17,34
S01002345,631,292,90,161,3,16,24,45
S01002346,773,346,68,218,2,9,50,80
S01002347,634,306,42,176,12,7,29,62
S01002348,783,418,32,195,9,14,33,82
S01002349,823,394,50,224,8,18,35,94
S01002350,761,374,52,196,7,29,33,70
S01002351,665,336,38,157,8,14,41,71
S01002352,770,374,52,215,5,18,40,66
S01002353,686,398,38,150,6,10,18,66
S01002354,706,382,34,179,5,16,34,56
S01002355,683,280,54,221,9,21,39,59
S01002356,740,244,72,238,9,28,56,93
S01002357,522,214,42,161,7,13,34,51
S01002358,428,216,24,119,1,6,28,34
S01002359,683,298,54,168,9,16,45,93
S01002360,527,180,36,172,1,13,49,76
S01002361,532,248,42,147,5,17,36,37
S01002362,645,362,36,154,3,8,33,49
S01002363,859,458,56,229,7,17,37,55
S01002364,533,202,34,186,2,25,50,34
S01002365,502,280,44,83,4,14,24,53
S01002366,705,354,60,181,5,20,33,52
S01002367,814,424,60,205,7,20,39,59
S01002368,757,422,48,182,4,13,22,66
S01002369,525,254,28,144,4,16,30,49
S01002370,611,304,40,166,3,14,29,55
S01002371,558,316,16,147,3,11,17,48
S01002372,656,326,34,183,3,16,29,65
S01002373,555,296,18,151,3,10,31,46
S01002374,657,338,22,193,4,7,36,57
S01002375,695,334,66,183,5,19,46,42
S01002376,713,350,94,155,5,21,38,50
S01002377,685,334,100,134,4,22,41,50
S01002378,418,248,44,63,4,10,26,23
S01002379,931,470,130,205,2,26,42,56
S01002380,656,342,64,169,4,15,36,26
S01002381,685,332,72,183,3,22,48,25
S01002382,485,210,56,120,3,10,40,46
S01002383,402,270,34,67,2,5,9,15
S01002384,423,190,44,119,1,18,32,19
S01002385,610,282,72,141,4,16,41,54
S01002386,808,452,80,162,4,11,50,49
S01002387,576,332,56,115,-,14,23,36
S01002388,598,362,54,131,4,15,18,14
S01002389,589,400,32,92,3,12,22,28
S01002390,857,572,78,116,2,18,32,39
S01002391,1123,774,74,143,10,21,26,75
S01002392,1399,900,154,225,3,27,44,46
S01002393,794,508,84,130,1,16,17,38
S01002394,642,358,70,119,1,15,40,39
S01002395,612,360,54,115,4,12,34,33
S01002396,584,290,52,137,4,7,39,55
S01002397,986,592,122,177,7,15,32,41
S01002398,686,436,42,118,4,17,31,38
S01002399,805,378,80,201,5,20,71,50
S01002400,689,382,86,159,1,11,25,25
S01002401,853,572,68,155,3,20,22,13
S01002402,648,276,76,173,5,28,62,28
S01002403,568,210,76,187,4,26,40,25
S01002404,787,472,62,152,2,17,37,45
S01002405,610,346,54,136,4,10,36,24
S01002406,688,272,98,191,1,22,46,58
S01002407,539,288,40,136,4,13,33,25
S01002408,683,330,80,153,9,18,42,51
S01002409,534,272,54,104,4,15,33,52
S01002410,426,264,32,75,2,12,13,28
S01002411,1934,1185,244,331,13,39,80,42
S01002412,768,422,88,171,3,23,38,23
S01002413,502,224,86,125,2,14,25,26
S01002414,488,166,68,150,-,20,46,38
S01002415,582,252,52,185,7,11,47,28
S01002416,469,302,40,71,4,13,17,22
S01002417,540,318,24,102,5,15,31,45
S01002418,755,361,80,192,2,16,47,57
S01002419,458,308,42,68,5,4,6,25
S01002420,473,220,32,132,2,16,32,39
S01002421,689,478,40,104,3,5,16,43
S01002422,461,268,34,96,2,4,13,44
S01002423,766,324,80,160,5,29,33,135
S01002424,684,336,60,139,5,19,54,71
S01002425,730,376,92,163,2,14,44,39
S01002426,625,176,73,173,7,38,66,92
S01002427,717,378,66,134,6,23,30,80
S01002428,453,234,34,114,1,7,26,37
S01002429,745,268,18,86,10,36,125,202
S01002430,531,258,80,126,4,11,12,40
S01002431,677,332,82,141,3,30,43,46
S01002432,1184,654,166,224,8,27,55,50
S01002433,465,186,90,89,4,13,32,51
S01002434,761,348,92,163,5,26,63,64
S01002435,529,224,82,137,1,20,41,24
S01002436,674,264,46,151,7,35,57,114
S01002437,682,336,96,143,4,13,45,45
S01002438,529,238,86,126,2,16,40,21
S01002439,614,308,66,139,3,15,30,53
S01002440,701,270,100,162,1,21,86,61
S01002441,562,332,34,119,2,9,25,41
S01002442,420,156,68,119,7,12,33,25
S01002443,548,232,64,131,1,19,34,67
S01002444,399,110,50,127,-,20,72,20
S01002445,751,288,106,229,6,19,60,43
S01002446,779,394,90,151,3,19,37,85
S01002447,549,252,70,152,8,15,23,29
S01002448,410,184,47,123,3,6,26,21
S01002449,494,328,40,86,-,10,12,18
S01002450,643,188,100,189,5,20,85,56
S01002451,770,414,96,152,5,20,46,37
S01002452,414,182,42,114,1,14,26,35
S01002453,589,354,26,116,-,19,25,49
S01002454,633,380,40,134,6,12,20,41
S01002455,462,270,32,100,2,7,20,31
S01002456,796,314,96,205,10,26,66,79
S01002457,598,280,82,132,5,11,47,41
S01002458,740,286,86,215,4,30,52,67
S01002459,456,120,68,147,3,25,57,36
S01002460,673,226,106,195,9,19,53,65
S01002461,359,236,28,71,1,4,13,6
S01002462,616,208,88,186,5,18,65,46
S01002463,721,262,70,224,1,26,61,77
S01002464,460,214,72,96,3,8,23,44
S01002465,584,354,58,121,2,9,17,23
S01002466,822,402,118,176,3,30,36,57
S01002467,417,170,54,102,4,8,39,40
S01002468,527,196,92,131,3,23,54,28
S01002469,523,270,48,110,2,17,38,38
S01002470,664,302,62,175,4,21,40,60
S01002471,463,236,38,106,4,6,25,48
S01002472,466,118,68,174,4,16,56,30
S01002473,759,310,106,202,6,26,67,42
S01002474,350,86,62,122,5,20,40,15
S01002475,446,198,48,104,4,15,34,43
S01002476,712,372,94,154,1,23,40,28
S01002477,677,330,62,143,7,21,45,69
S01002478,732,336,86,184,3,26,42,55
S01002479,591,216,82,183,8,19,49,34
S01002480,458,206,58,91,4,17,28,54
S01002481,775,354,62,202,2,23,61,71
S01002482,781,242,142,244,5,22,81,45
S01002483,541,102,88,199,5,28,65,54
S01002484,655,248,92,176,8,19,59,53
S01002485,711,400,86,139,2,10,22,52
S01002486,459,148,50,146,3,20,43,49
S01002487,388,170,40,104,7,19,25,23
S01002488,543,166,76,149,5,22,71,54
S01002489,501,154,68,156,2,14,50,57
S01002490,487,240,40,96,2,9,34,66
S01002491,399,184,24,87,2,14,25,63
